| polra_number|pol_first_name  |pol_middle_name |pol_last_name   |pol_abbrv   |pol_junior|polra_party|ra_number  |pol_nat_id |polra_in_order|pol_number |st_postal|
| 532|Michael ||Benoit  |Benoit  |  |Lib|   7296|156| 3|  10839|CA   |
| 544|Michael ||Crimmins|Crimmns |  |GOP|   5744|  58813| 2|  10842|CA   |
| 541|Edward  ||Teyssier|Teyssier|  |Lib|   5744|   8598| 3|  10843|CA   |
|   16700|Raul|L.  |Martinez|Martinez|  |Dem|  10393|  11015| 2|  10875|FL   |
|   16644|Corrine ||Brown   |Brown   |  |Dem|  10011|   1242| 1|  10897|FL   |
|   16653|Cliff   ||Stearns |Stearns |  |GOP|  10017|854| 2|  10904|FL   |
|   16656|John||Mica|Mica|  |GOP|  10019|856| 2|  10906|FL   |
|   16668|Gus ||Bilirakis   |Bilirakis   |  |GOP|  10023|  52981| 1|  10908|FL   |
|   16674|Bill||Young   |Young   |  |GOP|  10025|  58613| 2|  10909|FL   |
|   16696|Ileana  ||Ros-Lehtinen|Rs-Lhtn |  |GOP|  10041|867| 1|  10933|FL   |
|   16705|Alcee   ||Hastings|Hastings|  |Dem|  10398|874| 1|  10943|FL   |
|   16697|Robert  ||Wexler  |Wexler  |  |Dem|  10043|869| 3|  11010|FL   |
|   17237|John||Linder  |Linder  |  |GOP|  11019|837| 1|  11010|GA   |
|   17337|John||Lewis   |Lewis   |  |Dem|  11015|833| 1|  11011|GA   |
|   16641|Allen   ||Boyd|Boyd|Jr.   |Dem|  10009|   1241| 1|  11052|FL   |
|   16688|Bill||Posey   |Posey   |  |GOP|  10035|  53077| 3|  11085|FL   |
|   17334|Sanford ||Bishop  |Bishop  |  |Dem|  11009|   1253| 2|  11099|GA   |
| 583|Barack  ||Obama   |Obama   |  |Dem|  0|   1918| 1|  11121|CA   |
| 586|John||McCain  |McCain  |  |GOP|  0|   1701| 2|  11122|CA   |
|1136|Ralph   ||Nader   |Nader   |  |PFP|  0|   3850| 6|  11123|CA   |
|1189|Bob ||Barr|Barr|  |Lib|  0|  11527| 3|  11124|CA   |
| 579|Cindy   ||Sheehan |Sheehan |  |Ind|   5698|  59825| 3|  11129|CA   |
|1193|Nick||Dibs|Dibs|  |Ind|   5727|  59826| 2|  11130|CA   |
| 584|Alan||Keyes   |Keyes   |  |AIP|  0|   3635| 4|  11131|CA   |
| 585|Cynthia ||McKinney|McKinny |  |Grn|  0|  12619| 5|  11132|CA   |
|   17496|Lynn||Westmoreland|Wstmrln |  |GOP|  11011|  13348| 1|  11135|GA   |
|   17448|David   ||Scott   |Scott   |  |Dem|  12238|   1257| 2|  11139|GA   |
|   17507|Nathan  ||Deal|Deal|  |GOP|  11023|841| 1|  11159|GA   |
|   17163|Burt||Saunders|Saunders|  |Una|  10033|  53090| 4|  11183|FL   |
|   16702|Ron ||Klein   |Klein   |  |Dem|  10396|  53083| 1|  11207|FL   |
|   16699|Debbie  ||Wasserman Schultz   |WssrmS  |  |Dem|  10401|  11357| 2|  11219|FL   |
|   16694|Kendrick||Meek|Meek|  |Dem|  10039|865| 1|  11230|FL   |
|   16711|Tom ||Feeney  |Feeney  |  |GOP|  11128|877| 2|  11287|FL   |
|   16713|Mario   ||Diaz-Balart |Diz-Blrt|  |GOP|  11129|878| 1|  11312|FL   |
|   16701|Lincoln ||Diaz-Balart |Diz-Blrt|  |GOP|  10393|872| 1|  11410|FL   |
|   16709|Suzanne ||Kosmas  |Kosmas  |  |Dem|  11128|  52961| 3|  11417|FL   |
|   17235|Jack||Kingston|Kingston|  |GOP|  11007|828| 1|  11445|GA   |
|   16678|Adam||Putnam  |Putnam  |  |GOP|  10029|861| 1|  11454|FL   |
|   11527|Bob ||Barr|Barr|  |Lib|  0|  11527| 7|  11527|US   |
|   16650|Ginny   ||Brown-Waite |BrwnW   |  |GOP|  10015|   1244| 1|  11569|FL   |
|   16640|Jeff||Miller  |Miller  |  |GOP|  11126|   1240| 2|  11598|FL   |
|   16646|Ander   ||Crenshaw|Crenshw |  |GOP|  10013|851| 1|  11791|FL   |
|   16663|Ric ||Keller  |Keller  |  |GOP|  10021|858| 2|  11796|FL   |
|   17486|Saxby   ||Chambliss   |Chmblss |  |GOP|  12301|823| 1|  11897|GA   |
|   16682|Connie  ||Mack|Mack|  |GOP|  10033|  10998| 2|  12051|FL   |
|   16775|Neil||Abercrombie |Abrcrmb |  |Dem|  12006|   1587| 1|  12208|HI   |
|   17503|Jim ||Marshall|Marshall|  |Dem|  11021|829| 2|  12426|GA   |
|   17172|Brian   ||Moore   |Moore   |  |SPU|  0|   1243| 1|  12480|FL   |
|   16648|John||Russell |Russell |  |Dem|  10015|  50022| 2|  12482|FL   |
|   16679|Christine   ||Jennings|Jennings|  |Dem|  10031|  50600| 3|  12502|FL   |
|   17161|Jan ||Schneider   |Schneidr|  |Una|  10031|   1009| 4|  12503|FL   |
|   16681|Robert  ||Neeld   |Neeld   |  |Dem|  10033|  11095| 3|  12505|FL   |
|   17501|Tom ||Price   |Price   |  |GOP|  11017|  12873| 1|  12507|GA   |
|   17168|Margaret||Hostetter   |Hostetter   |  |Una|  10401|  37447| 1|  12513|FL   |
|   12619|Cynthia ||McKinney|McKinny |  |Grn|  0|  12619|17|  12619|US   |
|   17173|Ralph   ||Nader   |Nader   |  |EPF|  0|   3850| 5|  12716|FL   |
|   17151|James   ||Harris  |Harris  |  |SWP|  0|   3486| 6|  12718|FL   |
|   17439|Phil||Gingrey |Gingrey |  |GOP|  11610|843| 1|  12725|GA   |
|   16660|Alan||Grayson |Grayson |  |Dem|  10021|  59898| 1|  12727|FL   |
|   16675|Kathy   ||Castor  |Castor  |  |Dem|  10027|  10546| 2|  12734|FL   |
|   16676|Eddie   ||Adams   |Adams   |  |GOP|  10027|  51848| 1|  12738|FL   |
|   16680|Vern||Buchanan|Buchann |  |GOP|  10031|  53213| 2|  12739|FL   |
|   16690|Tim ||Mahoney |Mahoney |  |Dem|  10037|  51852| 1|  12743|FL   |
|   17167|Ben ||Graber  |Graber  |  |Una|  10043|  58629| 1|  12776|FL   |
|   17647|Joe ||Courtney|Courtney|  |Dem|   7009|   1231| 2|  12779|CT   |
|   17648|Joe ||Courtney|Courtney|  |WF |   7009|   1231| 4|  12779|CT   |
|   17200|Christopher ||Shays   |Shays   |  |GOP|   7013|   1144| 1|  12781|CT   |
|   17146|John||McCain  |McCain  |  |GOP|  0|   1701| 8|  13047|FL   |
|   17147|Barack  ||Obama   |Obama   |  |Dem|  0|   1918| 2|  13056|FL   |
|   17171|Alan||Keyes   |Keyes   |  |AIP|  0|   3635|11|  13061|FL   |
|   17150|Bob ||Barr|Barr|  |Lib|  0|  11527|12|  13072|FL   |
|   16637|Jim ||Bryan   |Bryan   |  |Dem|  11126|  58597| 1|  13073|FL   |
|   16643|Mark||Mulligan|Mulligan|  |GOP|  10009|  59109| 2|  13075|FL   |
|   16645|Jay ||McGovern|McGovrn |  |Dem|  10013|  58601| 2|  13076|FL   |
|   16652|Tim ||Cunha   |Cunha   |  |Dem|  10017|  58603| 1|  13077|FL   |
|   16654|Faye||Armitage|Armitag |  |Dem|  10019|  59110| 1|  13078|FL   |
|   16667|Bill||Mitchell|Mitchell|  |Dem|  10023|  59198| 4|  13085|FL   |
|   16669|Richard ||Emmons  |Emmons  |  |TLm|  10023|  58606| 2|  13086|FL   |
|   16670|Bob ||Hackworth   |Hckwrth |  |Dem|  10025|  59143| 1|  13087|FL   |
|   16677|Doug||Tudor   |Tudor   |  |Dem|  10029|  58615| 2|  13088|FL   |
|   16683|Stephen ||Blythe  |Blythe  |  |Dem|  10035|  59144| 1|  13089|FL   |
|   16692|Tom ||Rooney  |Rooney  |  |GOP|  10037|  59163| 2|  13093|FL   |
|   16695|Annette ||Taddeo  |Taddeo  |  |Dem|  10041|  58627| 2|  13095|FL   |
|   16698|Edward  ||Lynch   |Lynch   |  |GOP|  10043|  58633| 2|  13096|FL   |
|   16704|Allen   ||West|West|  |GOP|  10396|  58634| 2|  13098|FL   |
|   16707|Marion  ||Thorpe  |Thorpe  |  |GOP|  10398|  58639| 2|  13100|FL   |
|   16712|Joe ||Garcia  |Garcia  |  |Dem|  11129|  58641| 2|  13102|FL   |
|   17392|Joe ||Visconti|Visconti|  |GOP|   7007|  59587| 1|  13120|CT   |
|   17393|Sean||Sullivan|Sullivan|  |GOP|   7009|  59588| 1|  13121|CT   |
|   17394|Bo  ||Itshaky |Itshaky |  |GOP|   7011|  59589| 1|  13122|CT   |
|   17395|Jim ||Himes   |Himes   |  |Dem|   7013|  59590| 2|  13123|CT   |
|   17650|Jim ||Himes   |Himes   |  |WF |   7013|  59590| 5|  13123|CT   |
|   17584|John||McCain  |McCain  |  |GOP|  0|   1701| 1|  13300|CT   |
|   17585|Barack  ||Obama   |Obama   |  |Dem|  0|   1918| 2|  13301|CT   |
|   17646|Stephen ||Fournier|Fournier|  |Grn|   7007|  59877| 3|  13316|CT   |
|   17649|Scott   ||Deshefy |Deshefy |  |Grn|   7009|  59878| 3|  13317|CT   |
|   17651|Richard ||Duffee  |Duffee  |  |Grn|   7013|  53798| 4|  13318|CT   |
|   17652|Harold  ||Burbank |Burbank |  |Grn|   7015|  59880| 4|  13319|CT   |
|   17715|Ralph   ||Nader   |Nader   |  |Ind|  0|   3850| 3|  13342|CT   |
|   17716|Ralph   ||Ferrucci|Ferrucci|  |Grn|   7011|   9700| 3|  13343|CT   |
|   17717|Michael ||Carrano |Carrano |  |Lib|   7013|  59879| 3|  13344|CT   |
|   17720|Thomas  ||Winn|Winn|  |Ind|   7015|  59883| 5|  13345|CT   |
|   17149|Chuck   ||Baldwin |Baldwin |  |CST|  0|  59208| 3|  13374|FL   |
|   17152|Gloria  ||La Riva |LaRiva  |  |PSL|  0|   7623|10|  13375|FL   |
|   17159|John||Kalimnios   |Kalimnis|  |Una|  10023|  58609| 3|  13377|FL   |
|   17160|Don ||Baldauf |Baldauf |  |Una|  10031|  58618| 1|  13378|FL   |
|   17162|Jeff||George  |George  |  |Una|  10033|  58622| 1|  13379|FL   |
|   17165|Frank   ||Zilaitis|Zilaitis|  |Una|  10035|  58624| 4|  13380|FL   |
|   17164|Trevor  ||Lowing  |Lowing  |  |Una|  10035|  58626| 2|  13381|FL   |
|   17169|Gaurav  ||Bhola   |Bhola   |  |Una|  11128|  58640| 1|  13382|FL   |
|   17148|Gene||Amondson|Amondsn |  |Pro|  0|  51331| 9|  13383|FL   |
|   17153|Cynthia ||McKinney|McKinny |  |Grn|  0|  12619| 4|  13384|FL   |
|   17154|Thomas  ||Stevens |Stevens |  |Obj|  0|  59660| 7|  13385|FL   |
|   17170|Charles ||Jay |Jay |  |BoT|  0|  51335|13|  13386|FL   |
|   16867|Bill||Sali|Sali|  |GOP|  13253|  53596| 2|  13980|ID   |
|   16868|Mike||Simpson |Simpson |  |GOP|  13254|504| 2|  14044|ID   |
|   22884|Dick||Durbin  |Durbin  |  |Dem|  15800|   1262| 1|  14094|IL   |
|   22920|Jerry   ||Costello|Costello|  |Dem|  14026|   1280| 1|  14096|IL   |
|   17777|Barack  ||Obama   |Obama   |  |Dem|  0|   1918| 2|  14099|GA   |
|   17785|Jim ||Martin  |Martin  |  |Dem|  12301|  12572| 2|  14109|GA   |
|   17493|Bill||Gillespie   |Gillespie   |  |Dem|  11007|  59397| 2|  14115|GA   |
|   17494|Lee ||Ferrell |Ferrell |  |GOP|  11009|  59398| 1|  14116|GA   |
|   17495|Stephen ||Camp|Camp|  |Dem|  11011|  59399| 2|  14117|GA   |
|   17497|Hank||Johnson |Johnson |  |Dem|  11013|  59400| 1|  14118|GA   |
|   17500|Bill||Jones   |Jones   |  |Dem|  11017|  59440| 2|  14120|GA   |
|   17502|Doug||Heckman |Heckmn  |  |Dem|  11019|  59402| 2|  14121|GA   |
|   17505|Rick||Goddard |Goddard |  |GOP|  11021|  59404| 1|  14123|GA   |
|   17510|Jeff||Scott   |Scott   |  |Dem|  11023|  59441| 2|  14124|GA   |
|   17508|Bobby   ||Saxon   |Saxon   |  |Dem|  11025|  59405| 2|  14125|GA   |
|   17511|Paul||Broun   |Broun   |  |GOP|  11025|  11650| 1|  14126|GA   |
|   17513|Bud ||Gammon  |Gammon  |  |Dem|  11610|  59406| 2|  14127|GA   |
|   17514|John||Barrow  |Barrow  |  |Dem|  12237|   1837| 2|  14128|GA   |
|   17519|John||Stone   |Stone   |  |GOP|  12237|  59442| 1|  14131|GA   |
|   17521|Deborah ||Honeycutt   |Honeyctt|  |GOP|  12238|  51799| 1|  14133|GA   |
|   17080|Barack  ||Obama   |Obama   |  |Dem|  0|   1918| 1|  14150|HI   |
|   16847|Steve   ||Tataii  |Tataii  |  |GOP|  12006|  14848| 2|  14155|HI   |
|   22910|Jan ||Schakowsky  |Schkwsk |  |Dem|  14019|   1275| 1|  14155|IL   |
|   16849|Li  ||Zhao|Zhao|  |Lib|  12006|  15002| 3|  14156|HI   |
|   16852|Roger   ||Evans   |Evans   |  |GOP|  12008|  13833| 2|  14157|HI   |
|   16851|Mazie   ||Hirono  |Hirono  |  |Dem|  12008|   1594| 1|  14158|HI   |
|   16853|Lloyd Jeffrey   ||Mallan  |Mallan  |  |Lib|  12008|   1593| 3|  14159|HI   |
|   16854|Shaun   ||Stenshol|Stenshol|  |Ind|  12008|  14794| 4|  14160|HI   |
|   16964|Jim ||Risch   |Risch   |  |GOP|  13252|  15344| 2|  14192|ID   |
|   17081|John||McCain  |McCain  |  |GOP|  0|   1701| 2|  14360|HI   |
|   17082|Chuck   ||Baldwin |Baldwin |  |CST|  0|  59208| 3|  14361|HI   |
|   17083|Cynthia ||McKinney|McKinny |  |Grn|  0|  12619| 4|  14362|HI   |
|   17084|Ralph   ||Nader   |Nader   |  |IPH|  0|   3850| 5|  14363|HI   |
|   17085|Bob ||Barr|Barr|  |Lib|  0|  11527| 6|  14364|HI   |
|   17778|John||McCain  |McCain  |  |GOP|  0|   1701| 1|  14370|GA   |
|   17784|Allen   ||Buckley |Buckley |  |Lib|  12301|  50921| 3|  14372|GA   |
|   17786|Bob ||Barr|Barr|  |Lib|  0|  11527| 3|  14373|GA   |
|   22890|Bobby   ||Rush|Rush|  |Dem|  14003|   1263| 1|  15001|IL   |
|   19324|Peter   ||Visclosky   |Visclsky|  |Dem|  15014|422| 1|  15011|IN   |
|   22898|Luis||Gutierrez   |Gutierrz|  |Dem|  14009|   1267| 1|  15017|IL   |
|   19328|Dan ||Burton  |Burton  |  |GOP|  15026|429| 2|  15022|IN   |
|   22933|Donald  ||Manzullo|Manzullo|  |GOP|  14034|   1283| 2|  15039|IL   |
|   16959|Larry   ||LaRocco |LaRocco |  |Dem|  13252|  57513| 1|  15297|ID   |
|   19327|Steve   ||Buyer   |Buyer   |  |GOP|  15023|  18669| 2|  15307|IN   |
|   16954|Barack  ||Obama   |Obama   |  |Dem|  0|   1918| 1|  15469|ID   |
|   16956|John||McCain  |McCain  |  |GOP|  0|   1701| 2|  15470|ID   |
|   16969|||Pro-Life|ProL|  |Ind|  13252|  56769| 4|  15473|ID   |
|   16972|Walt||Minnick |Minnick |  |Dem|  13253|  58553| 1|  15483|ID   |
|   16974|Deborah ||Holmes  |Holmes  |  |Dem|  13254|  58557| 1|  15485|ID   |
|   19326|Mark||Souder  |Souder  |  |GOP|  15020|426| 3|  15567|IN   |
|   17115|Rex ||Rammell |Rammell |  |Ind|  13252|  59205| 3|  15579|ID   |
|   17116|Kent||Marmon  |Marmon  |  |Lib|  13252|  59206| 5|  15580|ID   |
|   17143|Bob ||Barr|Barr|  |Lib|  0|  11527| 4|  15589|ID   |
|   17155|Ralph   ||Nader   |Nader   |  |Ind|  0|   3850| 5|  15592|ID   |
|   17154|Chuck   ||Baldwin |Baldwin |  |CST|  0|  59208| 3|  15593|ID   |
|   20608|Leonard ||Boswell |Boswell |  |Dem|  16675|535| 1|  16056|IA   |
|   22905|Peter   ||Roskam  |Roskam  |  |GOP|  14013|  53825| 2|  16202|IL   |
|   19329|Mike||Pence   |Pence   |  |GOP|  15029|431| 3|  16256|IN   |
|   22924|Judy||Biggert |Biggert |  |GOP|  14028|187| 2|  16280|IL   |
|   19481|Baron   ||Hill|Hill|  |Dem|  15038|   1295| 1|  16287|IN   |
|   20597|Tom ||Harkin  |Harkin  |  |Dem|  17062|528| 1|  16291|IA   |
|   19464|Joe ||Donnelly|Donnelly|  |Dem|  15017|  50000| 1|  16739|IN   |
|   19470|Barry   ||Welsh   |Welsh   |  |Dem|  15029|  51511| 1|  16763|IN   |
|   19323|Mitch   ||Daniels |Daniels |  |GOP|  15007|  49997| 3|  16766|IN   |
|   19490|Mark||Leyva   |Leyva   |  |GOP|  15014|   1287| 3|  16770|IN   |
|   19705|William ||Larsen  |Larsen  |  |Lib|  15020|  18954| 2|  16773|IN   |
|   19707|George  ||Holland |Holland |  |Lib|  15029|  18907| 2|  16777|IN   |
|   19701|Andy||Horning |Horning |  |Lib|  15007|732| 2|  16780|IN   |
|   19332|Mike||Sodrel  |Sodrel  |  |GOP|  15038|436| 3|  16781|IN   |
|   20617|Tom ||Latham  |Latham  |  |GOP|  16676|537| 2|  16841|IA   |
|   22893|Jesse   ||Jackson |Jackson |Jr.   |Dem|  15340|   1265| 1|  16916|IL   |
|   22906|Danny   ||Davis   |Davis   |  |Dem|  14015|   1272| 1|  16944|IL   |
|   22942|John||Shimkus |Shimkus |  |GOP|  14040|   1285| 2|  16989|IL   |
|   19478|Brad||Ellsworth   |Ellswrth|  |Dem|  15035|  51513| 1|  16991|IN   |
|4310|Pat ||Roberts |Roberts |  |GOP|  17585|   1616| 2|  17015|KS   |
|   22876|Barack  ||Obama   |Obama   |  |Dem|  0|   1918| 1|  17019|IL   |
|   20619|Steve   ||King|King|  |GOP|  16677|539| 2|  17034|IA   |
|4312|Jerry   ||Moran   |Moran   |  |GOP|  17007|692| 2|  17060|KS   |
|   19709|D. Eric ||Schansberg  |Schnsbrg|  |Lib|  15038|  51514| 2|  17133|IN   |
|   19330|Andre   ||Carson  |Carson  |  |Dem|  15032|  57849| 1|  17162|IN   |
|   19761|Barack  ||Obama   |Obama   |  |Dem|  0|   1918| 1|  17165|IN   |
|   19463|Jill|Long|Thompson|Thompsn |  |Dem|  15007|   1289| 1|  17167|IN   |
|   19465|Michael ||Montagano   |Montagn |  |Dem|  15020|  59368| 1|  17168|IN   |
|   19466|Nels||Ackerson|Ackerson|  |Dem|  15023|  59370| 1|  17169|IN   |
|   19468|Mary||Ruley   |Ruley   |  |Dem|  15026|  59373| 1|  17171|IN   |
|   19485|John||McCain  |McCain  |  |GOP|  0|   1701| 3|  17178|IN   |
|   19494|Luke||Puckett |Puckett |  |GOP|  15017|  59423| 3|  17182|IN   |
|   19504|Greg||Goode   |Goode   |  |GOP|  15035|  59385| 2|  17189|IN   |
|4321|Todd||Tiahrt  |Tiahrt  |  |GOP|  17010|701| 2|  17236|KS   |
|   19703|Jeff||Duensing|Duensing|  |Lib|  15014|  59421| 2|  17325|IN   |
|   19704|Mark||Vogel   |Vogel   |  |Lib|  15017|  59422| 2|  17326|IN   |
|   19762|Gabrielle   ||Campo   |Campo   |  |GOP|  15032|  59632| 2|  17354|IN   |
|   19766|Bob ||Barr|Barr|  |Lib|  0|  11527| 2|  17355|IN   |
|   22887|Chad||Koppie  |Koppie  |  |CST|  15800|  16946| 5|  17716|IL   |
|   20602|Bruce   ||Braley  |Braley  |  |Dem|  16673|  51431| 1|  18074|IA   |
|   20603|David   ||Hartsuch|Hartsuch|  |GOP|  16673|  59744| 2|  18103|IA   |
|4318|Nick||Jordan  |Jordan  |  |GOP|  17009|  54120| 2|  18111|KS   |
|   20604|Dave||Loebsack|Loebsck |  |Dem|  16674|  51537| 1|  18171|IA   |
|   20601|Christopher ||Reed|Reed|  |GOP|  17062|  58318| 2|  18217|IA   |
|   20606|Mariannette ||Miller-Meeks|MllrM   |  |GOP|  16674|  59745| 2|  18219|IA   |
|   20610|Kim ||Schmett |Schmett |  |GOP|  16675|  59746| 2|  18221|IA   |
|   20611|Becky   ||Greenwald   |Grenwld |  |Dem|  16676|  59747| 1|  18222|IA   |
|   20618|Rob ||Hubler  |Hubler  |  |Dem|  16677|  59748| 1|  18225|IA   |
|   22914|Mark||Kirk|Kirk|  |GOP|  14021|   1277| 2|  18273|IL   |
|   22931|Tim ||Johnson |Johnson |  |GOP|  14032|  16816| 2|  18279|IL   |
|   22894|Anthony ||Williams|Williams|  |GOP|  15340|  18561| 2|  18326|IL   |
|3809|Ed  ||Whitfield   |Whitfield   |  |GOP|  18622|202| 1|  18338|KY   |
|   20876|Barack  ||Obama   |Obama   |  |Dem|  0|   1918| 1|  18348|IA   |
|   20877|John||McCain  |McCain  |  |GOP|  0|   1701| 2|  18349|IA   |
|   20881|Chuck   ||Baldwin |Baldwin |  |CST|  0|  59208| 3|  18351|IA   |
|   20882|Cynthia ||McKinney|McKinny |  |Grn|  0|  12619| 4|  18352|IA   |
|   20883|Bob ||Barr|Barr|  |Lib|  0|  11527| 5|  18353|IA   |
|   20884|Gloria  ||La Riva |LaRiva  |  |PSL|  0|   7623| 6|  18354|IA   |
|   20885|Ralph   ||Nader   |Nader   |  |PFP|  0|   3850| 7|  18355|IA   |
|   20886|Brian   ||Moore   |Moore   |  |SPU|  0|   1243| 8|  18356|IA   |
|   20887|James   ||Harris  |Harris  |  |SWP|  0|   3486| 9|  18357|IA   |
|   20888|Wendy   ||Barth   |Barth   |  |Grn|  16674|  51980| 3|  18358|IA   |
|   20889|Brian   ||White   |White   |  |PEC|  16674|  59835| 4|  18359|IA   |
|   20890|Frank   ||Forrestal   |Forrestl|  |SWP|  16675|  59836| 3|  18360|IA   |
|   20892|Victor  ||Vara|Vara|  |Ind|  16677|  59837| 3|  18361|IA   |
|3956|David   |E.  |Boswell |Boswell |  |Dem|  18624|  54258| 2|  18364|KY   |
|3812|Hal ||Rogers  |Rogers  |  |GOP|  18013|208| 1|  18376|KY   |
|4314|Lynn||Jenkins |Jenkins |  |GOP|  17355|  19867| 2|  18385|KS   |
|   22877|John||McCain  |McCain  |  |GOP|  0|   1701| 2|  18421|IL   |
|3963|Anne||Northup |Northup |  |GOP|  18009|205| 1|  18474|KY   |
|4317|Dennis  ||Moore   |Moore   |  |Dem|  17009|697| 1|  18547|KS   |
|4320|Donald  ||Betts   |Betts   |  |Dem|  17010|  54140| 1|  18695|KS   |
|3860|Ben ||Chandler|Chandler|  |Dem|  18015|   1310| 2|  18716|KY   |
|4699|Steven  ||Rosile  |Rosile  |  |Lib|  17010|708| 3|  18760|KS   |
|4692|Jack||Warner  |Warner  |  |Lib|  17007|693| 3|  18762|KS   |
|4313|Nancy   ||Boyda   |Boyda   |  |Dem|  17355|  50108| 1|  18804|KS   |
|   22881|Ralph   ||Nader   |Nader   |  |Ind|  0|   3850| 7|  18903|IL   |
|   22926|Jim ||Oberweis|Oberweis|  |GOP|  14030|  17525| 2|  18931|IL   |
|   22901|Rahm||Emanuel |Emanuel |  |Dem|  14011|172| 1|  18957|IL   |
|   22908|Melissa ||Bean|Bean|  |Dem|  14017|   1273| 1|  18964|IL   |
|   22756|William ||Jefferson   |Jefferson   |  |Dem|  20239|910| 1|  19014|LA   |
|4682|Ralph   ||Nader   |Nader   |  |Ind|  0|   3850| 5|  19027|KS   |
|4696|Joe ||Bellis  |Bellis  |  |Lib|  17009|  51224| 3|  19029|KS   |
|4694|Robert  ||Garrard |Garrard |  |Lib|  17355|  59786| 3|  19040|KS   |
|3958|Brett   ||Guthrie |Guthrie |  |GOP|  18624|  54282| 1|  19125|KY   |
|4697|Roger   ||Tucker  |Tucker  |  |RP |  17009|  51936| 4|  19195|KS   |
|4688|Joseph  ||Martin  |Martin  |  |RP |  17585|  59782| 4|  19198|KS   |
|4695|Leslie  ||Martin  |Martin  |  |RP |  17355|  59787| 4|  19212|KS   |
|   22584|Rodney  ||Alexander   |Alexandr|  |GOP|  20052|   1313| 1|  19213|LA   |
|4309|Jim ||Slattery|Slattery|  |Dem|  17585|  59209| 1|  19220|KS   |
|4311|James   ||Bordonaro   |Bordonr |  |Dem|  17007|  59218| 1|  19221|KS   |
|   22582|Charlie ||Melancon|Melancn |  |Dem|  20050|  21828| 1|  19260|LA   |
|3811|Geoff   ||Davis   |Davis   |  |GOP|  18011|   1306| 1|  19268|KY   |
|   22937|Aaron   ||Schock  |Schock  |  |GOP|  14038|  32649| 2|  19342|IL   |
|   22748|James   ||Harris  |Harris  |  |SWP|  0|   3486| 9|  19344|LA   |
|4680|Barack  ||Obama   |Obama   |  |Dem|  0|   1918| 1|  19375|KS   |
|4681|John||McCain  |McCain  |  |GOP|  0|   1701| 2|  19376|KS   |
|4753|Chuck   ||Baldwin |Baldwin |  |RP |  0|  59208| 4|  19377|KS   |
|4684|Bob ||Barr|Barr|  |Lib|  0|  11527| 3|  19378|KS   |
|4687|Randall ||Hodgkinson  |Hdgknsn |  |Lib|  17585|  59784| 3|  19379|KS   |
|4690|Kathleen||Burton  |Burton  |  |RP |  17007|  59785| 4|  19380|KS   |
|4698|Susan   ||Ducey   |Ducey   |  |RP |  17010|  59789| 4|  19381|KS   |
|   22895|Daniel  ||Lipinski|Lipinski|  |Dem|  14007|  50681| 1|  19397|IL   |
|   22913|Daniel  ||Seals   |Seals   |  |Dem|  14021|  51634| 1|  19448|IL   |
|3859|John||Yarmuth |Yarmuth |  |Dem|  18009|  51522| 2|  19486|KY   |
|3953|Mitch   ||McConnell   |McCnnll |  |GOP|  18003|210| 1|  19589|KY   |
|   22892|Phil||Hare|Hare|  |Dem|  14036|  51640| 1|  19601|IL   |
|3969|Jon ||Larson  |Larson  |  |GOP|  18015|  58586| 1|  19605|KY   |
|4082|Barack  ||Obama   |Obama   |  |Dem|  0|   1918| 2|  19621|KY   |
|3937|John||McCain  |McCain  |  |GOP|  0|   1701| 1|  19624|KY   |
|3948|Bruce   ||Lunsford|Lunsford|  |Dem|  18003|  20589| 2|  19633|KY   |
|3955|Heather ||Ryan|Ryan|  |Dem|  18622|  58958| 2|  19637|KY   |
|3964|Michael ||Kelley  |Kelley  |  |Dem|  18011|  58959| 2|  19641|KY   |
|4087|Jim ||Holbert |Holbert |  |Ind|  18013|  59743| 2|  19723|KY   |
|4088|Bob ||Barr|Barr|  |Lib|  0|  11527| 5|  19724|KY   |
|4090|Chuck   ||Baldwin |Baldwin |  |CST|  0|  59208| 4|  19726|KY   |
|4091|Ralph   ||Nader   |Nader   |  |Ind|  0|   3850| 3|  19727|KY   |
|   22873|Bill||Foster  |Foster  |  |Dem|  14030|  58367| 1|  19778|IL   |
|   22947|Cynthia ||McKinney|McKinny |  |Grn|  0|  12619| 3|  19780|IL   |
|   22885|Steve   ||Sauerberg   |Sauerbrg|  |GOP|  15800|  57736| 2|  19784|IL   |
|   22891|Antoine ||Members |Membrs  |  |GOP|  14003|  59240| 2|  19787|IL   |
|   22896|Michael ||Hawkins |Hawkins |  |GOP|  14007|  59244| 2|  19790|IL   |
|   22897|Jerome  ||Pohlen  |Pohlen  |  |Grn|  14007|  59260| 3|  19791|IL   |
|   22903|Alan||Augustson   |Augustsn|  |Grn|  14011|  59283| 3|  19793|IL   |
|   22904|Jill||Morgenthaler|Mrgnthlr|  |Dem|  14013|  59285| 1|  19795|IL   |
|   22909|Steve   ||Greenberg   |Grenbrg |  |GOP|  14017|  59294| 2|  19797|IL   |
|   22911|Michael ||Younan  |Younan  |  |GOP|  14019|  59298| 2|  19802|IL   |
|   22912|Morris  ||Shanfield   |Shanfield   |  |Grn|  14019|  59303| 3|  19803|IL   |
|   22916|Debbie  ||Halvorson   |Halvorsn|  |Dem|  14024|  53817| 1|  19806|IL   |
|   22918|Jason   ||Wallace |Wallace |  |Grn|  14024|  59308| 3|  19810|IL   |
