| ru_number  |ra_number  |rura_tot_pcts|rura_voters|st_postal|
|  27037|  28219|8|   4055|MT   |
|  27038|  28219|8|   1478|MT   |
|  27039|  28219|   12|   3939|MT   |
|  27040|  28219|4|944|MT   |
|  27041|  28219|   22|  30648|MT   |
|  27042|  28219|   15|   6752|MT   |
|  27043|  28219|   13|   6685|MT   |
|  27044|  28219|   12|   5855|MT   |
|  27045|  28219|   10|   8009|MT   |
|  27046|  28219|6|   2779|MT   |
|  27047|  28219|   45|  21688|MT   |
|  27048|  28219|8|   6427|MT   |
|  27049|  28219|5|   2562|MT   |
|  27050|  28219|5|   4492|MT   |
|  27051|  28219|   10|   3003|MT   |
|  27052|  28219|3|642|MT   |
|  27053|  28219|   11|   5341|MT   |
|  27054|  28219|5|   1412|MT   |
|  27055|  28219|1|768|MT   |
|  27056|  28219|   69| 103934|MT   |
|  1|  33748| 1633|1113156|NM   |
|  32001|  33748|  442| 330140|NM   |
|  32002|  33748|8|   3410|NM   |
|  32003|  33748|   53|  30312|NM   |
|  32004|  33748|   30|  13429|NM   |
|  32005|  33748|   21|   9752|NM   |
|  32006|  33748|   48|  18045|NM   |
|  32007|  33748|6|   1693|NM   |
|  32008|  33748|  136|  78042|NM   |
|  32009|  33748|   44|  25287|NM   |
|  32010|  33748|   47|  28456|NM   |
|  32011|  33748|8|   4258|NM   |
|  32012|  33748|5|832|NM   |
|  32013|  33748|8|   3682|NM   |
|  32014|  33748|   46|  22504|NM   |
|  32015|  33748|   23|  11143|NM   |
|  32016|  33748|   19|   9809|NM   |
|  32017|  33748|   18|  10384|NM   |
|  32018|  33748|   60|  34986|NM   |
|  32019|  33748|   13|   4319|NM   |
|  32020|  33748|   43|  24939|NM   |
|  32021|  33748|   25|   8673|NM   |
|  32022|  33748|   47|  31436|NM   |
|  32023|  33748|   24|   8311|NM   |
|  32024|  33748|   92|  88037|NM   |
|  32025|  33748|   78|  58183|NM   |
|  32026|  33748|   41|  23752|NM   |
|  32027|  33748|   92| 120332|NM   |
|  32028|  33748|   11|   6368|NM   |
|  32029|  33748|   29|  13774|NM   |
|  32030|  33748|   39|  27453|NM   |
|  32031|  33748|   18|  10242|NM   |
|  32032|  33748|8|   2660|NM   |
|  32033|  33748|   51|  48513|NM   |
|  1|  42208|  762| 504327|SD   |
|  42001|  42208|7|   1944|SD   |
|  42002|  42208|   14|  11189|SD   |
|  42003|  42208|8|   2113|SD   |
|  42004|  42208|5|   4032|SD   |
|  42005|  42208|   15|  17443|SD   |
|  42006|  42208|   22|  23040|SD   |
|  42007|  42208|5|   3404|SD   |
|  42008|  42208|3|   1125|SD   |
|  42009|  42208|   16|   5936|SD   |
|  42010|  42208|5|   1251|SD   |
|  42011|  42208|   13|   5662|SD   |
|  42012|  42208|   13|   2816|SD   |
|  42013|  42208|7|   8238|SD   |
|  42014|  42208|   33|  16449|SD   |
|  42015|  42208|   17|   2508|SD   |
|  42016|  42208|   10|   5553|SD   |
|  42017|  42208|8|  11469|SD   |
|  42018|  42208|   14|   4390|SD   |
|  42019|  42208|   11|   2964|SD   |
|  42020|  42208|   13|   3652|SD   |
|  42021|  42208|5|   2323|SD   |
|  42022|  42208|7|   2818|SD   |
|  42023|  42208|   16|   5160|SD   |
|  42024|  42208|7|   1655|SD   |
|  42025|  42208|   11|   5156|SD   |
|  42026|  42208|3|   3027|SD   |
|  42027|  42208|6|   1480|SD   |
|  42028|  42208|7|   3571|SD   |
|  42029|  42208|   10|   2647|SD   |
|  42030|  42208|5|   3354|SD   |
|  42031|  42208|4|909|SD   |
|  42032|  42208|   15|  10702|SD   |
|  42033|  42208|7|   5152|SD   |
|  42034|  42208|5|   1074|SD   |
|  42035|  42208|8|   1697|SD   |
|  42036|  42208|5|   1527|SD   |
|  42037|  42208|3|798|SD   |
|  42038|  42208|6|   3687|SD   |
|  42039|  42208|   10|   7692|SD   |
|  42040|  42208|   12|  15913|SD   |
|  42041|  42208|   29|  24598|SD   |
|  42042|  42208|7|   2479|SD   |
|  42043|  42208|6|   3913|SD   |
|  42044|  42208|6|   1943|SD   |
|  42045|  42208|9|   2957|SD   |
|  42046|  42208|   37|  14820|SD   |
|  42047|  42208|4|   1288|SD   |
|  42048|  42208|8|   1726|SD   |
|  42049|  42208|   66| 100596|SD   |
|  42050|  42208|6|   4346|SD   |
|  42051|  42208|   49|  59325|SD   |
|  42052|  42208|   10|   2217|SD   |
|  42053|  42208|6|   1913|SD   |
|  42054|  42208|   14|   6578|SD   |
|  42055|  42208|4|   1793|SD   |
|  42056|  42208|   10|   7544|SD   |
|  42057|  42208|9|   4483|SD   |
|  42058|  42208|8|   2048|SD   |
|  42059|  42208|4|   1056|SD   |
|  42060|  42208|9|   5344|SD   |
|  42061|  42208|   13|   3892|SD   |
|  42062|  42208|8|   5741|SD   |
|  42063|  42208|   13|   9740|SD   |
|  42064|  42208|   15|   3755|SD   |
|  42065|  42208|   13|  13156|SD   |
|  42066|  42208|8|   1556|SD   |
|  1|  42231|  762| 504327|SD   |
|  42001|  42231|7|   1944|SD   |
|  42002|  42231|   14|  11189|SD   |
|  42003|  42231|8|   2113|SD   |
|  42004|  42231|5|   4032|SD   |
|  42005|  42231|   15|  17443|SD   |
|  42006|  42231|   22|  23040|SD   |
|  42007|  42231|5|   3404|SD   |
|  42008|  42231|3|   1125|SD   |
|  42009|  42231|   16|   5936|SD   |
|  42010|  42231|5|   1251|SD   |
|  42011|  42231|   13|   5662|SD   |
|  42012|  42231|   13|   2816|SD   |
|  42013|  42231|7|   8238|SD   |
|  42014|  42231|   33|  16449|SD   |
|  42015|  42231|   17|   2508|SD   |
|  42016|  42231|   10|   5553|SD   |
|  42017|  42231|8|  11469|SD   |
|  42018|  42231|   14|   4390|SD   |
|  42019|  42231|   11|   2964|SD   |
|  42020|  42231|   13|   3652|SD   |
|  42021|  42231|5|   2323|SD   |
|  42022|  42231|7|   2818|SD   |
|  42023|  42231|   16|   5160|SD   |
|  42024|  42231|7|   1655|SD   |
|  42025|  42231|   11|   5156|SD   |
|  42026|  42231|3|   3027|SD   |
|  42027|  42231|6|   1480|SD   |
|  42028|  42231|7|   3571|SD   |
|  42029|  42231|   10|   2647|SD   |
|  42030|  42231|5|   3354|SD   |
|  42031|  42231|4|909|SD   |
|  42032|  42231|   15|  10702|SD   |
|  42033|  42231|7|   5152|SD   |
|  42034|  42231|5|   1074|SD   |
|  42035|  42231|8|   1697|SD   |
|  42036|  42231|5|   1527|SD   |
|  42037|  42231|3|798|SD   |
|  42038|  42231|6|   3687|SD   |
|  42039|  42231|   10|   7692|SD   |
|  42040|  42231|   12|  15913|SD   |
|  42041|  42231|   29|  24598|SD   |
|  42042|  42231|7|   2479|SD   |
|  42043|  42231|6|   3913|SD   |
|  42044|  42231|6|   1943|SD   |
|  42045|  42231|9|   2957|SD   |
|  42046|  42231|   37|  14820|SD   |
|  42047|  42231|4|   1288|SD   |
|  42048|  42231|8|   1726|SD   |
|  42049|  42231|   66| 100596|SD   |
|  42050|  42231|6|   4346|SD   |
|  42051|  42231|   49|  59325|SD   |
|  42052|  42231|   10|   2217|SD   |
|  42053|  42231|6|   1913|SD   |
|  42054|  42231|   14|   6578|SD   |
|  42055|  42231|4|   1793|SD   |
|  42056|  42231|   10|   7544|SD   |
|  42057|  42231|9|   4483|SD   |
|  42058|  42231|8|   2048|SD   |
|  42059|  42231|4|   1056|SD   |
|  42060|  42231|9|   5344|SD   |
|  42061|  42231|   13|   3892|SD   |
|  42062|  42231|8|   5741|SD   |
|  42063|  42231|   13|   9740|SD   |
|  42064|  42231|   15|   3755|SD   |
|  42065|  42231|   13|  13156|SD   |
|  42066|  42231|8|   1556|SD   |

