| ru_number  |ra_number  |rura_tot_pcts|rura_voters|st_postal|
|   4074|  0|   13|   4600|AR   |
|   4075|  0|   31|   9169|AR   |
|   5001|  0| 1141| 698009|CA   |
|   5002|  0|5|812|CA   |
|   5003|  0|   57|  19652|CA   |
|   5004|  0|  183| 116205|CA   |
|   5005|  0|   30|  26404|CA   |
|   5006|  0|   17|   7720|CA   |
|   5007|  0|  921| 474926|CA   |
|   5008|  0|   19|  12082|CA   |
|   5009|  0|  150|  99164|CA   |
|   5010|  0|  667| 333691|CA   |
|   5011|  0|   23|  11515|CA   |
|   5012|  0|  139|  80935|CA   |
|   5013|  0|  148|  52051|CA   |
|   5014|  0|   31|  10112|CA   |
|   5015|  0|  658| 278025|CA   |
|   5016|  0|  140|  48159|CA   |
|   5017|  0|   52|  30957|CA   |
|   5018|  0|   37|  14213|CA   |
|   5019|  0| 4602|3791322|CA   |
|   5020|  0|  100|  46745|CA   |
|   5021|  0|  209| 147656|CA   |
|   5022|  0|   21|  10555|CA   |
|   5023|  0|   98|  48338|CA   |
|   5024|  0|  106|  92967|CA   |
|   5025|  0|   20|   5311|CA   |
|   5026|  0|   13|   6395|CA   |
|   5027|  0|  304| 252570|CA   |
|   5028|  0|  114|  65387|CA   |
|   5029|  0|  138|  62058|CA   |
|   5030|  0| 2146|1404794|CA   |
|   5031|  0|  391| 169924|CA   |
|   5032|  0|   29|  13535|CA   |
|   5033|  0| 1103| 711949|CA   |
|   5034|  0|  926| 610874|CA   |
|   5035|  0|   58|  24447|CA   |
|   5036|  0|  881| 694264|CA   |
|   5037|  0| 2235|1404540|CA   |
|   5038|  0|  578| 455479|CA   |
|   5039|  0|  527| 259454|CA   |
|   5040|  0|  160| 150488|CA   |
|   5041|  0|  522| 345261|CA   |
|   5042|  0|  355| 195010|CA   |
|   5043|  0| 1088| 822243|CA   |
|   5044|  0|  279| 137621|CA   |
|   5045|  0|  133|  89890|CA   |
|   5046|  0|   22|   2320|CA   |
|   5047|  0|   86|  26112|CA   |
|   5048|  0|  295| 181912|CA   |
|   5049|  0|  494| 238569|CA   |
|   5050|  0|  333| 206682|CA   |
|   5051|  0|  101|  40300|CA   |
|   5052|  0|   47|  28577|CA   |
|   5053|  0|   24|   7750|CA   |
|   5054|  0|  286| 135056|CA   |
|   5055|  0|   75|  31565|CA   |
|   5056|  0|  541| 379110|CA   |
|   5057|  0|  132|  85288|CA   |
|   5058|  0|   45|  26147|CA   |
|   6001|  0|  201| 220825|CO   |
|   6002|  0|9|   9450|CO   |
|   6003|  0|  363| 362000|CO   |
|   6004|  0|   10|   8400|CO   |
|   6005|  0|7|   3250|CO   |
|   6006|  0|6|   3275|CO   |
|   6007|  0|  227| 215500|CO   |
|   6008|  0|   15|  12575|CO   |
|   6009|  0|7|   1765|CO   |
|   6010|  0|   11|   8090|CO   |
|   6011|  0|   10|   5650|CO   |
|   6012|  0|9|   2800|CO   |
|   6013|  0|7|   2225|CO   |
|   6014|  0|4|   3400|CO   |
|   6015|  0|   20|  20000|CO   |
|   6016|  0|  423| 374000|CO   |
|   6017|  0|4|   1550|CO   |
|   6019|  0|   29|  28300|CO   |
|   6020|  0|   16|  15675|CO   |
|   6021|  0|  378| 361150|CO   |
|   6022|  0|   32|  27000|CO   |
|   6023|  0|   28|  40000|CO   |
|   6024|  0|6|   4450|CO   |
|   6025|  0|   12|  11770|CO   |
|   6026|  0|   15|  12900|CO   |
|   6027|  0|4|800|CO   |
|   6028|  0|   11|   5075|CO   |
|   6029|  0|6|   1340|CO   |
|   6030|  0|  325| 377090|CO   |
|   6031|  0|4|   1225|CO   |
|   6032|  0|   10|   5400|CO   |
|   6033|  0|8|   4680|CO   |
|   6034|  0|   30|  36200|CO   |
|   6035|  0|   31| 198200|CO   |
|   6036|  0|   18|   9300|CO   |
|   6037|  0|   11|   3200|CO   |
|   6038|  0|   18|  11800|CO   |
|   6039|  0|   82|  85550|CO   |
|   6040|  0|1|825|CO   |
|   6041|  0|   14|   8500|CO   |
|   6042|  0|   13|  17650|CO   |
|   6043|  0|   22|  22900|CO   |
|   6044|  0|   18|  15700|CO   |
|   6045|  0|   18|  12700|CO   |
|   6046|  0|7|   3700|CO   |
|   6047|  0|   13|  15000|CO   |
|   6048|  0|9|   3150|CO   |
|   6049|  0|   12|  13150|CO   |
|   6050|  0|   13|   6950|CO   |
|   6051|  0|  133|  93325|CO   |
|   6052|  0|7|   4600|CO   |
|   6053|  0|   15|   8500|CO   |
|   6054|  0|   22|  16900|CO   |
|   6055|  0|9|   4100|CO   |
|   6056|  0|1|650|CO   |
|   6057|  0|6|   7225|CO   |
|   6058|  0|6|   1825|CO   |
|   6059|  0|   19|  22250|CO   |
|   6060|  0|   16|  17150|CO   |
|   6061|  0|6|   3275|CO   |
|   6062|  0|  101| 120000|CO   |
|   6063|  0|   15|   6450|CO   |
|   6080|  0|  142| 153500|CO   |
|   6435|  0|   41|  31150|CO   |
|   7001|  0|1|   2225|CT   |
|   7002|  0|7|  10750|CT   |
|   7003|  0|1|   2960|CT   |
|   7004|  0|2|  12500|CT   |
|   7005|  0|1|   2735|CT   |
|   7006|  0|1|   3850|CT   |
|   7007|  0|5|  13500|CT   |
|   7008|  0|1|   3980|CT   |
|   7009|  0|5|  12220|CT   |
|   7010|  0|1|   2960|CT   |
|   7011|  0|6|  14800|CT   |
|   7012|  0|1|   3800|CT   |
|   7013|  0|1|   1825|CT   |
|   7014|  0|7|  19925|CT   |
|   7015|  0|   25|  60800|CT   |
|   7016|  0|1|   1515|CT   |
|   7017|  0|   10|  33900|CT   |
|   7018|  0|2|  11375|CT   |
|   7019|  0|1|   4800|CT   |
|   7020|  0|1|   6400|CT   |
|   7021|  0|1|999|CT   |
|   7022|  0|1|   3550|CT   |
|   7023|  0|1|   6560|CT   |
|   7024|  0|1|   1999|CT   |
|   7025|  0|7|  18600|CT   |
|   7026|  0|1|   3000|CT   |
|   7027|  0|1|   8900|CT   |
|   7028|  0|1|   9850|CT   |
|   7029|  0|1|   1999|CT   |
|   7030|  0|1|   3850|CT   |
|   7031|  0|1|   1999|CT   |
|   7032|  0|2|   8080|CT   |
|   7033|  0|1|   9550|CT   |
|   7034|  0|7|  35750|CT   |
|   7035|  0|6|  12800|CT   |
|   7036|  0|1|   3460|CT   |
|   7037|  0|2|   7300|CT   |
|   7038|  0|2|   5075|CT   |
|   7039|  0|1|   1999|CT   |
|   7040|  0|2|   3530|CT   |
|   7041|  0|1|   5800|CT   |
|   7042|  0|1|   8625|CT   |
|   7043|  0|7|  27800|CT   |
|   7044|  0|7|  17000|CT   |
|   7045|  0|3|  12150|CT   |
|   7046|  0|1|   5800|CT   |
|   7047|  0|2|   7100|CT   |
|   7048|  0|2|   9200|CT   |
|   7049|  0|9|  28300|CT   |
|   7050|  0|2|   5000|CT   |
|   7051|  0|   10|  39700|CT   |
|   7052|  0|4|  17250|CT   |
|   7053|  0|1|   1999|CT   |
|   7054|  0|9|  24100|CT   |
|   7055|  0|1|   2120|CT   |
|   7056|  0|2|   7930|CT   |
|   7057|  0|   21|  34600|CT   |
|   7058|  0|2|   6800|CT   |
|   7059|  0|8|  20100|CT   |
|   7060|  0|4|  16250|CT   |
|   7061|  0|2|   5535|CT   |
|   7062|  0|   11|  36900|CT   |
|   7063|  0|1|   1999|CT   |
|   7064|  0|   23|  53800|CT   |
|   7065|  0|1|   1999|CT   |
|   7066|  0|2|   4080|CT   |
|   7067|  0|1|   6450|CT   |
|   7068|  0|1|   2250|CT   |
|   7069|  0|8|   9350|CT   |
|   7070|  0|1|   4800|CT   |
|   7071|  0|1|   4975|CT   |
|   7072|  0|2|   9600|CT   |
|   7073|  0|1|   2770|CT   |
|   7074|  0|4|   6700|CT   |
|   7075|  0|1|   1999|CT   |
|   7076|  0|2|  13800|CT   |
|   7077|  0|   10|  34700|CT   |
|   7078|  0|3|  11400|CT   |
|   7079|  0|1|   4250|CT   |
|   7080|  0|   17|  32050|CT   |
|   7081|  0|1|   4875|CT   |
|   7082|  0|1|   3240|CT   |
|   7083|  0|   14|  28500|CT   |
|   7084|  0|   10|  34650|CT   |
|   7085|  0|4|  13850|CT   |
|   7086|  0|6|  10350|CT   |
|   7087|  0|1|   1999|CT   |
|   7088|  0|   10|  18300|CT   |
|   7089|  0|   17|  33600|CT   |
|   7090|  0|3|  13800|CT   |
|   7091|  0|2|   9540|CT   |
|   7092|  0|2|   4775|CT   |
|   7093|  0|   42|  58800|CT   |
|   7094|  0|8|  20450|CT   |
|   7095|  0|7|  13650|CT   |
|   7096|  0|7|  19000|CT   |
|   7097|  0|4|  17600|CT   |
|   7098|  0|1|   1999|CT   |
|   7099|  0|2|   8900|CT   |
|   7100|  0|1|   2025|CT   |
|   7101|  0|5|  16800|CT   |
|   7102|  0|1|   3660|CT   |
|   7103|  0|   14|  41900|CT   |
|   7104|  0|   10|  20050|CT   |
|   7105|  0|1|   6420|CT   |
|   7106|  0|2|   7825|CT   |
|   7107|  0|2|  10120|CT   |
|   7108|  0|1|   7680|CT   |
|   7109|  0|4|   9130|CT   |
|   7110|  0|4|  10080|CT   |
|   7111|  0|2|   8030|CT   |
|   7112|  0|1|   2850|CT   |
|   7113|  0|1|   6775|CT   |
|   7114|  0|1|   3450|CT   |
|   7115|  0|2|   6100|CT   |
|   7116|  0|2|   5850|CT   |
|   7117|  0|2|   6775|CT   |
|   7118|  0|3|  18075|CT   |
|   7119|  0|3|  13000|CT   |
|   7120|  0|1|   1999|CT   |
|   7121|  0|1|   2750|CT   |
|   7122|  0|1|   3040|CT   |
|   7123|  0|1|   1999|CT   |
|   7124|  0|3|   9800|CT   |
|   7125|  0|1|   2140|CT   |
|   7126|  0|6|  27500|CT   |
|   7127|  0|1|   2650|CT   |
|   7128|  0|4|  17700|CT   |
|   7129|  0|1|   6275|CT   |
|   7130|  0|5|  15360|CT   |
|   7131|  0|   12|  28200|CT   |
|   7132|  0|7|  16920|CT   |
|   7133|  0|1|   1999|CT   |
|   7134|  0|3|   8000|CT   |
|   7135|  0|   23|  59400|CT   |
|   7136|  0|1|   1999|CT   |
|   7137|  0|5|  13100|CT   |
|   7138|  0|   13|  29000|CT   |
|   7139|  0|1|   8850|CT   |
|   7140|  0|1|   5290|CT   |
|   7141|  0|4|   5450|CT   |
|   7142|  0|2|  10050|CT   |
|   7143|  0|8|  20750|CT   |
|   7144|  0|   10|  25350|CT   |
|   7145|  0|1|999|CT   |
|   7146|  0|6|  17800|CT   |
|   7147|  0|1|   1999|CT   |
|   7148|  0|9|  28600|CT   |
|   7149|  0|1|   1999|CT   |
|   7150|  0|1|   2675|CT   |
|   7151|  0|   23|  53900|CT   |
|   7152|  0|4|  13250|CT   |
|   7153|  0|4|  14550|CT   |
|   7154|  0|2|   4600|CT   |
|   7155|  0|   20|  41550|CT   |
|   7156|  0|   12|  31300|CT   |
|   7157|  0|2|   6930|CT   |
|   7158|  0|6|  18300|CT   |
|   7159|  0|   10|  18750|CT   |
|   7160|  0|1|   5920|CT   |
|   7161|  0|3|  12250|CT   |
|   7162|  0|1|   7525|CT   |
|   7163|  0|5|  14600|CT   |
|   7164|  0|7|  20000|CT   |
|   7165|  0|2|   7925|CT   |
|   7166|  0|3|  10800|CT   |
|   7167|  0|1|   6925|CT   |
|   7168|  0|2|   7150|CT   |
|   7169|  0|1|   5290|CT   |
|   8001|  0|   66|  83796|DE   |
|   8002|  0|  305| 362367|DE   |
|   8003|  0|   64| 108031|DE   |
|   9001|  0|  142| 351985|DC   |
|  10001|  0|   69| 142358|FL   |
|  10002|  0|9|  12887|FL   |
|  10003|  0|   59| 101315|FL   |
|  10004|  0|   22|  14721|FL   |
|  10005|  0|  221| 338164|FL   |
|  10006|  0| 1044|1058069|FL   |
|  10007|  0|   15|   8350|FL   |
|  10008|  0|   80| 113808|FL   |
|  10009|  0|   41|  90780|FL   |
|  10010|  0|   62| 106464|FL   |
|  10011|  0|   93| 168673|FL   |
|  10012|  0|   25|  34282|FL   |
|  10013|  0|  856|1058801|FL   |
|  10014|  0|   17|  14901|FL   |
|  10015|  0|   11|   9676|FL   |
|  10016|  0|  285| 515202|FL   |
|  10017|  0|   91| 189833|FL   |
|  10018|  0|   34|  47068|FL   |
|  10019|  0|   10|   7620|FL   |
|  10020|  0|   26|  26884|FL   |
|  10021|  0|   12|   9035|FL   |
|  10022|  0|   13|   5963|FL   |
|  10023|  0|   16|   9627|FL   |
|  10024|  0|   10|   7645|FL   |
|  10025|  0|   12|  10399|FL   |
|  10026|  0|   26|  17144|FL   |
|  10027|  0|   56| 109656|FL   |
|  10028|  0|   27|  60176|FL   |
|  10029|  0|  360| 621201|FL   |
|  10030|  0|   18|  10982|FL   |
|  10031|  0|   57|  81643|FL   |
|  10032|  0|   28|  27138|FL   |
|  10033|  0|   15|   9300|FL   |
|  10034|  0|6|   4309|FL   |
|  10035|  0|  102| 161269|FL   |
|  10036|  0|  175| 304937|FL   |
|  10037|  0|  116| 171182|FL   |
|  10038|  0|   20|  22617|FL   |
|  10039|  0|   10|   4075|FL   |
|  10040|  0|   11|  11371|FL   |
|  10041|  0|  136| 191635|FL   |
|  10042|  0|  143| 184257|FL   |
|  10043|  0|   51|  98857|FL   |
|  10044|  0|   33|  51377|FL   |
|  10045|  0|   24|  41353|FL   |
|  10046|  0|   54| 127455|FL   |
|  10047|  0|   18|  18627|FL   |
|  10048|  0|  272| 531774|FL   |
|  10049|  0|   93| 129487|FL   |
|  10050|  0|  695| 729575|FL   |
|  10051|  0|  170| 265974|FL   |
|  10052|  0|  377| 590989|FL   |
|  10053|  0|  161| 295742|FL   |
|  10054|  0|   55|  45344|FL   |
|  10055|  0|   68| 109635|FL   |
|  10056|  0|   75| 137951|FL   |
|  10057|  0|   43|  96359|FL   |
|  10058|  0|  156| 240592|FL   |
|  10059|  0|  126| 241230|FL   |
|  10060|  0|   42|  40523|FL   |
|  10061|  0|   19|  21930|FL   |
|  10062|  0|   14|  11481|FL   |
|  10063|  0|   11|   7063|FL   |
|  10064|  0|  179| 309930|FL   |
|  10065|  0|   12|  15396|FL   |
|  10066|  0|   33|  32777|FL   |
|  10067|  0|   21|  14421|FL   |
|  11001|  0|   18|   9585|GA   |
|  11002|  0|5|   3702|GA   |
|  11003|  0|6|   5818|GA   |
|  11004|  0|6|   2284|GA   |
|  11005|  0|   15|  18455|GA   |
|  11006|  0|   14|   7091|GA   |
|  11007|  0|   14|  23299|GA   |
|  11008|  0|   20|  41454|GA   |
|  11009|  0|6|   7768|GA   |
|  11010|  0|   10|   7629|GA   |
|  11011|  0|   51|  90000|GA   |
|  11012|  0|2|   5825|GA   |
|  11013|  0|   10|   7948|GA   |
|  11014|  0|   10|   7203|GA   |
|  11015|  0|   10|  37000|GA   |
|  11016|  0|   15|  35531|GA   |
|  11017|  0|   16|  11511|GA   |
|  11018|  0|   11|  10145|GA   |
|  11019|  0|6|   2837|GA   |
|  11020|  0|   15|  19960|GA   |
|  11021|  0|3|   4436|GA   |
|  11022|  0|   33|  45333|GA   |
|  11023|  0|   13|  49686|GA   |
|  11024|  0|   10|   4638|GA   |
|  11025|  0|  109| 118966|GA   |
|  11026|  0|2|   8987|GA   |
|  11027|  0|   14|  11198|GA   |
|  11028|  0|   45|  89285|GA   |
|  11029|  0|   25|  47359|GA   |
|  11030|  0|6|   1917|GA   |
|  11031|  0|   51| 101484|GA   |
|  11032|  0|6|   3528|GA   |
|  11033|  0|  206| 337768|GA   |
|  11034|  0|7|  17193|GA   |
|  11035|  0|   20|  16066|GA   |
|  11036|  0|   44|  57163|GA   |
|  11037|  0|9|   6825|GA   |
|  11038|  0|   29|  52775|GA   |
|  11039|  0|7|   5913|GA   |
|  11040|  0|7|   8940|GA   |
|  11041|  0|8|   8571|GA   |
|  11042|  0|9|  10145|GA   |
|  11043|  0|   15|  12380|GA   |
|  11044|  0|  194| 345713|GA   |
|  11045|  0|   17|  10333|GA   |
|  11046|  0|6|   5317|GA   |
|  11047|  0|   32|  45575|GA   |
|  11048|  0|   23|  52454|GA   |
|  11049|  0|   12|   6393|GA   |
|  11050|  0|2|   1611|GA   |
|  11051|  0|   22|  21268|GA   |
|  11052|  0|   12|  10205|GA   |
|  11053|  0|   15|  11759|GA   |
|  11054|  0|   11|   5392|GA   |
|  11055|  0|   12|  13057|GA   |
|  11056|  0|   37|  61069|GA   |
|  11057|  0|   26|  41549|GA   |
|  11058|  0|   31|  67099|GA   |
|  11059|  0|   14|   9887|GA   |
|  11060|  0|  327| 447780|GA   |
|  11061|  0|   14|  13701|GA   |
|  11062|  0|3|   1552|GA   |
|  11063|  0|   25|  36918|GA   |
|  11064|  0|   15|  21040|GA   |
|  11065|  0|   14|  11050|GA   |
|  11066|  0|9|   8821|GA   |
|  11067|  0|  149| 298887|GA   |
|  11068|  0|   15|  16827|GA   |
|  11069|  0|   40|  61340|GA   |
|  11070|  0|8|   5596|GA   |
|  11071|  0|   13|  13532|GA   |
|  11072|  0|   13|  31473|GA   |
|  11073|  0|8|  11669|GA   |
|  11074|  0|   10|   5892|GA   |
|  11075|  0|   32|  81366|GA   |
|  11076|  0|   29|  57029|GA   |
|  11077|  0|9|   4337|GA   |
|  11078|  0|   15|  21009|GA   |
|  11079|  0|8|   6027|GA   |
|  11080|  0|   10|   7020|GA   |
|  11081|  0|9|   9099|GA   |
|  11082|  0|6|   4585|GA   |
|  11083|  0|8|   4966|GA   |
|  11084|  0|   12|  13321|GA   |
|  11085|  0|7|   8740|GA   |
|  11086|  0|4|   3574|GA   |
|  11087|  0|   21|  23677|GA   |
|  11088|  0|   11|  13117|GA   |
|  11089|  0|   14|  17673|GA   |
|  11090|  0|8|   4812|GA   |
|  11091|  0|6|   4931|GA   |
|  11092|  0|   38|  39726|GA   |
|  11093|  0|   16|  11666|GA   |
|  11094|  0|6|   6511|GA   |
|  11095|  0|   13|  12532|GA   |
|  11096|  0|8|   4154|GA   |
|  11097|  0|   11|  10365|GA   |
|  11098|  0|7|   6562|GA   |
|  11099|  0|   15|  11437|GA   |
|  11100|  0|2|   3742|GA   |
|  11101|  0|   12|   9906|GA   |
|  11102|  0|   15|  12603|GA   |
|  11103|  0|8|   4131|GA   |
|  11104|  0|   11|   8465|GA   |
|  11105|  0|8|  15358|GA   |
|  11106|  0|   49|  87564|GA   |
|  11107|  0|   24|  37420|GA   |
|  11108|  0|   15|  16483|GA   |
|  11109|  0|   11|   6962|GA   |
|  11110|  0|   26|  50722|GA   |
|  11111|  0|8|  11038|GA   |
|  11112|  0|   13|  13811|GA   |
|  11113|  0|9|   7799|GA   |
|  11114|  0|9|   8295|GA   |
|  11115|  0|   12|  17348|GA   |
|  11116|  0|4|   4876|GA   |
|  11117|  0|   10|  10559|GA   |
|  11118|  0|3|   1514|GA   |
|  11119|  0|   10|   8262|GA   |
|  11120|  0|   10|   4108|GA   |
|  11121|  0|   71|  88120|GA   |
|  11122|  0|   17|  79715|GA   |
|  11123|  0|2|   2097|GA   |
|  11124|  0|   13|   7642|GA   |
|  11125|  0|7|   4940|GA   |
|  11126|  0|   21|  27944|GA   |
|  11127|  0|9|  12703|GA   |
|  11128|  0|6|   3103|GA   |
|  11129|  0|   11|  15871|GA   |
|  11130|  0|9|   3985|GA   |
|  11131|  0|3|   1358|GA   |
|  11132|  0|   16|   9547|GA   |
|  11133|  0|7|   4502|GA   |
|  11134|  0|7|   5559|GA   |
|  11135|  0|8|   5269|GA   |
