| polra_number|pol_first_name  |pol_middle_name |pol_last_name   |pol_abbrv   |pol_junior|polra_party|ra_number  |pol_nat_id |polra_in_order|pol_number |st_postal|
|   17596|Star||Parker  |Parker  |  |GOP|   5727|  60858| 2|  11351|CA   |
|   17602|Pat ||Meagher |Meagher |  |Dem|   5731|  59946| 1|  11355|CA   |
|   17604|Michael ||Williamson  |Willimsn|  |Dem|   5732|  59949| 1|  11357|CA   |
|   17605|Scott   ||Folkens |Folkens |  |GOP|   5733|  51830| 2|  11358|CA   |
|   17611|Steve   ||Pougnet |Pougnet |  |Dem|   5735|  60688| 1|  11363|CA   |
|   17619|Beth||Krom|Krom|  |Dem|   8149|  60687| 1|  11368|CA   |
|   17622|Howard  ||Katz|Katz|  |Dem|   5741|  60863| 1|  11369|CA   |
|   17624|Francine||Busby   |Busby   |  |Dem|   5742|   6650| 1|  11370|CA   |
|   17627|Ray ||Lutz|Lutz|  |Dem|   7296|  60867| 1|  11373|CA   |
|   17532|Suzanne ||Kosmas  |Kosmas  |  |Dem|  11128|  52961| 2|  11417|FL   |
|   17873|Jack||Kingston|Kingston|  |GOP|  11007|828| 1|  11445|GA   |
|   17881|Laura   ||Wells   |Wells   |  |Grn|   6123|   8762| 6|  11540|CA   |
|   17883|Carlos  ||Alvarez |Alvarez |  |PFP|   6123|  60870| 3|  11542|CA   |
|   17896|Edward  ||Noonan  |Noonan  |  |AIP|   8516|   8004| 5|  11548|CA   |
|   17996|Dale||Ogden   |Ogden   |  |Lib|   6123|   8029| 5|  11590|CA   |
|   17989|Jeff||Miller  |Miller  |  |GOP|  11126|   1240| 1|  11598|FL   |
|   18005|Duane   ||Roberts |Roberts |  |Grn|   8516|  60825| 6|  11598|CA   |
|   18006|Gail||Lightfoot   |Lightfoot   |  |Lib|   8516|   7691| 4|  11599|CA   |
|   18036|Mike||Rodrigues   |Rodrigus|  |Lib|   6478|   8304| 3|  11620|CA   |
|   18038|Jerry   ||Leidecker   |Leideckr|  |AIP|   5693|  60827| 3|  11621|CA   |
|   18040|Mike||Roskey  |Roskey  |  |PFP|   5693|  60828| 4|  11622|CA   |
|   18041|Ben ||Emery   |Emery   |  |Grn|   5694|  60829| 3|  11623|CA   |
|   18046|Gloria  ||La Riva |LaRiva  |  |PFP|   5698|   7623| 4|  11624|CA   |
|   18047|Paul||Lazaga  |Lazaga  |  |Lib|   5704|  60838| 3|  11625|CA   |
|   18048|David   ||Christensen |Chrstnsn|  |AIP|   5701|  60875| 3|  11626|CA   |
|   18049|Mark||Williams|Williams|  |Lib|   5702|  60876| 3|  11627|CA   |
|   18050|Edward  ||Gonzalez|Gonzalez|  |Lib|   5706|  60840| 3|  11628|CA   |
|   18051|Darrell ||Stafford|Stafford|  |Lib|   5713|  60846| 4|  11629|CA   |
|   18052|Eric||Petersen|Petersen|  |Grn|   5707|  60842| 4|  11630|CA   |
|   18053|Mary||Larkin  |Larkin  |  |Lib|   5707|  60843| 3|  11631|CA   |
|   18054|Dave||Heller  |Heller  |  |Grn|   5699|  60835| 5|  11632|CA   |
|   18056|Larry   ||Allen   |Allen   |  |PFP|   5699|  60874| 3|  11633|CA   |
|   18059|David   ||Miller  |Miller  |  |AIP|   5716|  60878| 3|  11634|CA   |
|   18060|Randall ||Weissbuch   |Weissbch|  |Lib|   5716| 83| 4|  11635|CA   |
|   18062|Carlos  ||Rodriguez   |Rodriguz|  |Lib|   5718|  60850| 3|  11636|CA   |
|   18063|William ||Cushing |Cushing |  |Lib|   5719|  60852| 3|  11637|CA   |
|   18064|Erich   ||Miller  |Miller  |  |Lib|   5720|   7900| 4|  11638|CA   |
|   18065|Richard ||Castaldo|Castaldo|  |PFP|   5720|  60854| 3|  11639|CA   |
|   18070|John||Smith   |Smith   |  |AIP|   5729|  60880| 3|  11643|CA   |
|   18071|Mark||Lambert |Lambert |  |Lib|   5732|  60861| 3|  11644|CA   |
|   18073|Bill||Lussenheide |Lussnhd |  |AIP|   5735|  60862| 3|  11645|CA   |
|   18074|Mike||Binkley |Binkley |  |Lib|   8149|   6542| 3|  11646|CA   |
|   18075|Dion||Clark   |Clark   |  |AIP|   5741|  60864| 3|  11647|CA   |
|   18076|Mike||Paster  |Paster  |  |Lib|   5741|  60865| 4|  11648|CA   |
|   18079|Miriam  ||Clark   |Clark   |  |PFP|   5742|   6757| 3|  11649|CA   |
|   18081|Paul||Dekker  |Dekker  |  |Lib|   5744|  60868| 3|  11650|CA   |
|   18137|Daniel  ||Sahagun |Sahagun |  |GOP|   5706|  60841| 2|  11685|CA   |
|   18141|John||Hager   |Hager   |  |Ind|   5713|  61160| 3|  11688|CA   |
|   18143|Ceci||Iglesias|Iglesias|  |Ind|   5739|  61161| 3|  11689|CA   |
|   17513|Frederica   ||Wilson  |Wilson  |  |Dem|  10039|  53086| 1|  11718|FL   |
|   18097|Charlie ||Crist   |Crist   |  |Ind|  11160|  10601| 9|  11741|FL   |
|   17455|Ander   ||Crenshaw|Crenshw |  |GOP|  10013|851| 1|  11791|FL   |
|   17990|Charlie ||Justice |Justice |  |Dem|  10025|  52986| 2|  11966|FL   |
|   17490|Dennis  ||Ross|Ross|  |GOP|  10029|  52996| 1|  11987|FL   |
|   17498|Connie  ||Mack|Mack|  |GOP|  10033|  10998| 1|  12051|FL   |
|   17415|Marco   ||Rubio   |Rubio   |  |GOP|  11160|  53044| 1|  12082|FL   |
|   17238|Neil||Abercrombie |Abrcrmb |  |Dem|  12480|   1587| 1|  12208|HI   |
|   17543|David   ||Rivera  |Rivera  |  |GOP|  11129|  53045| 1|  12395|FL   |
|   18217|Jim ||Marshall|Marshall|  |Dem|  11021|829| 2|  12426|GA   |
|   18206|Tom ||Price   |Price   |  |GOP|  11017|  12873| 1|  12507|GA   |
|   18035|Dan ||Malloy  |Malloy  |  |Dem|   7019|   9881| 2|  12562|CT   |
|   18628|Dan ||Malloy  |Malloy  |  |WF |   7019|   9881| 4|  12562|CT   |
|   18528|Thomas  ||Marsh   |Marsh   |  |Ind|   7019|  61100| 3|  12587|CT   |
|   18129|Michael ||Thurmond|Thurmnd |  |Dem|  11003|  13241| 2|  12694|GA   |
|   18085|Phil||Gingrey |Gingrey |  |GOP|  11610|843| 1|  12725|GA   |
|   17468|Alan||Grayson |Grayson |  |Dem|  10021|  59898| 2|  12727|FL   |
|   17481|Kathy   ||Castor  |Castor  |  |Dem|  10027|  10546| 2|  12734|FL   |
|   17494|Vern||Buchanan|Buchann |  |GOP|  10031|  53213| 1|  12739|FL   |
|   17428|Alex||Sink|Sink|  |Dem|  10045|  60518| 2|  12760|FL   |
|   17518|Ted ||Deutch  |Deutch  |  |Dem|  11399|  60128| 2|  12774|FL   |
|   18056|Joe ||Courtney|Courtney|  |Dem|   7009|   1231| 2|  12779|CT   |
|   18534|Joe ||Courtney|Courtney|  |WF |   7009|   1231| 4|  12779|CT   |
|   18061|Sam ||Caligiuri   |Caligiuri   |  |GOP|   7015|  60576| 1|  12817|CT   |
|   18537|Sam ||Caligiuri   |Caligiuri   |  |Ind|   7015|  60576| 3|  12817|CT   |
|   18059|Dan ||Debicella   |Debicell|  |GOP|   7013|  60575| 1|  12824|CT   |
|   18057|Jerry   ||Labriola|Labriola|  |GOP|   7011|  61037| 1|  12983|CT   |
|   17476|Anita   ||de Palma|dePalma |  |Dem|  10023|  59134| 2|  13083|FL   |
|   18219|Austin  ||Scott   |Scott   |  |GOP|  11021|  13031| 1|  13090|GA   |
|   17503|Tom ||Rooney  |Rooney  |  |GOP|  10037|  59163| 1|  13093|FL   |
|   17528|Allen   ||West|West|  |GOP|  10396|  58634| 1|  13098|FL   |
|   17539|Joe ||Garcia  |Garcia  |  |Dem|  11129|  58641| 2|  13102|FL   |
|   18102|Bernie  ||DeCastro|DeCastro|  |CST|  11160|  60492| 4|  13164|FL   |
|   17227|Colleen ||Hanabusa|Hanabus |  |Dem|  12881|  53401| 2|  13183|HI   |
|   18222|Tom ||Graves  |Graves  |  |GOP|  11023|  53104| 1|  13223|GA   |
|   17229|Charles ||Djou|Djou|  |GOP|  12881|  13790| 1|  13258|HI   |
|   17519|Joe ||Budd|Budd|  |GOP|  11399|  60127| 1|  13438|FL   |
|   17460|Steve   ||Southerland |Sothrlnd|  |GOP|  10009|  60472| 1|  13443|FL   |
|   17401|Jim ||Piccillo|Piccillo|  |Dem|  10015|  60482| 2|  13445|FL   |
|   18126|Michael ||Arth|Arth|  |NPA|  10045|  60519| 4|  13453|FL   |
|   18129|Farid   ||Khavari |Khavari |  |NPA|  10045|  60555| 5|  13454|FL   |
|   17437|Rick||Scott   |Scott   |  |GOP|  10045|  61149| 1|  13458|FL   |
|   17457|Richard ||Nugent  |Nugent  |  |GOP|  10015|  60481| 1|  13466|FL   |
|   17461|Michael ||Yost|Yost|  |GOP|  10011|  60478| 1|  13467|FL   |
|   17467|Heather ||Beaven  |Beaven  |  |Dem|  10019|  60484| 2|  13469|FL   |
|   17486|Mike||Prendergast |Prndrgst|  |GOP|  10027|  61147| 1|  13479|FL   |
|   17487|Lori||Edwards |Edwards |  |Dem|  10029|  10676| 2|  13480|FL   |
|   17493|James   ||Golden  |Golden  |  |Dem|  10031|  61148| 2|  13483|FL   |
|   17497|James   ||Roach   |Roach   |  |Dem|  10033|  60509| 2|  13484|FL   |
|   17499|Shannon ||Roberts |Roberts |  |Dem|  10035|  60511| 2|  13485|FL   |
|   17501|Jim ||Horn|Horn|  |Dem|  10037|  61150| 2|  13486|FL   |
|   17516|Rolando ||Banciella   |Banciell|  |Dem|  10041|  60513| 2|  13493|FL   |
|   17521|Karen   ||Harrington  |Harrngtn|  |GOP|  10401|  61036| 1|  13494|FL   |
|   17530|Bernard ||Sansaricq   |Sansarcq|  |GOP|  10398|  60515| 1|  13498|FL   |
|   17534|Sandra  ||Adams   |Adams   |  |GOP|  11128|  52966| 1|  13500|FL   |
|   18030|Tom ||Foley   |Foley   |  |GOP|   7019|  60571| 1|  13569|CT   |
|   18044|Linda   ||McMahon |McMahn  |  |GOP|   9147|  60572| 1|  13574|CT   |
|   18051|Ann ||Brickley|Brickley|  |GOP|   7007|  60573| 1|  13577|CT   |
|   18055|Janet   ||Peckinpaugh |Pcknpgh |  |GOP|   7009|  61080| 1|  13580|CT   |
|   18060|Jim ||Himes   |Himes   |  |Dem|   7013|  59590| 2|  13581|CT   |
|   18629|Jim ||Himes   |Himes   |  |WF |   7013|  59590| 3|  13581|CT   |
|   17214|Daniel  ||Inouye  |Inouye  |  |Dem|  12211|   1714| 3|  13745|HI   |
|   18098|Lewis   ||Armstrong   |Armstrn |  |NPA|  11160|  60493|10|  13781|FL   |
|   18099|Sue ||Askeland|Askeland|  |NPA|  11160|  60494| 5|  13782|FL   |
|   18100|Bobbie  ||Bean|Bean|  |NPA|  11160|  60495| 7|  13783|FL   |
|   18103|Bruce   ||Riggs   |Riggs   |  |NPA|  11160|  60496| 6|  13784|FL   |
|   18104|Alexander   ||Snitker |Snitker |  |Lib|  11160|  60497| 3|  13785|FL   |
|   18105|Rick||Tyler   |Tyler   |  |NPA|  11160|  60498| 8|  13786|FL   |
|   18106|Joe ||Cantrell|Cantrell|  |NPA|  11126|  60499| 2|  13787|FL   |
|   18107|John||Krause  |Krause  |  |NPA|  11126|  60500| 3|  13788|FL   |
|   18108|Dianne  ||Berryhill   |Berryhill   |  |NPA|  10009|  60501| 4|  13789|FL   |
|   18109|Paul||McKain  |McKain  |  |NPA|  10009|  60502| 3|  13790|FL   |
|   18110|Terry   ||Martin-Back |MrtnBk  |  |NPA|  10011|  60503| 3|  13791|FL   |
|   18111|Troy||Stanley |Stanley |  |NPA|  10013|  60504| 2|  13792|FL   |
|   18112|Steve   ||Schonberg   |Schonbrg|  |NPA|  10017|  60505| 2|  13793|FL   |
|   18113|Peg ||Dunmire |Dunmire |  |TEA|  10021|  60506| 3|  13794|FL   |
|   18114|George  ||Metcalfe|Metcalf |  |NPA|  10021|  60507| 4|  13795|FL   |
|   18116|Randy   ||Wilkinson   |Wilkinsn|  |TEA|  10029|  60508| 3|  13796|FL   |
|   18117|William ||St. Claire  |StClaire|  |NPA|  10033|  60510| 3|  13797|FL   |
|   18119|Roderick||Vereen  |Vereen  |  |NPA|  10039|  60512| 2|  13798|FL   |
|   18120|Stanley ||Blumenthal  |Blumnthl|  |NPA|  10401|  60514| 3|  13799|FL   |
|   18122|Robert  ||Kunst   |Kunst   |  |NPA|  10401|879| 4|  13800|FL   |
|   18123|Roly||Arrojo  |Arrojo  |  |TEA|  11129|  60516| 4|  13801|FL   |
|   18124|Craig   ||Porter  |Porter  |  |Oth|  11129|  60517| 3|  13802|FL   |
|   18125|Peter   ||Allen   |Allen   |  |Inp|  10045|  60520| 3|  13803|FL   |
|   18497|Scott   ||Deshefy |Deshefy |  |Grn|   7009|  59878| 3|  13803|CT   |
|   18128|Daniel  ||Imperato|Imperato|  |NPA|  10045|  60556| 7|  13805|FL   |
|   18130|CC  ||Reed|Reed|  |NPA|  10045|  60523| 6|  13806|FL   |
|   18506|John||Mertens |Mertens |  |CTL|   9147|  61081| 3|  13810|CT   |
|   18525|Warren  ||Mosler  |Mosler  |  |Ind|   9147|  61101| 4|  13821|CT   |
|   18532|Christopher ||Hutchinson  |Htchnsn |  |Ind|   7007|  61162| 4|  13823|CT   |
|   18709|Ken ||Krayeske|Krayesk |  |Grn|   7007|  61202| 3|  13856|CT   |
|   18710|Charles ||Pillsbury   |Pillsbury   |  |Grn|   7011|   1143| 3|  13857|CT   |
|   17270|Mike||Crapo   |Crapo   |  |GOP|  14055| 81| 2|  13864|ID   |
|   17259|C.L. Butch  ||Otter   |Otter   |  |GOP|  13676|501| 2|  13874|ID   |
|   17182|Mike||Simpson |Simpson |  |GOP|  13254|504| 2|  14044|ID   |
|   23361|Jerry   ||Costello|Costello|  |Dem|  16001|   1280| 2|  14096|IL   |
|   18197|Hank||Johnson |Johnson |  |Dem|  11013|  59400| 2|  14118|GA   |
|   18207|Doug||Heckman |Heckmn  |  |Dem|  11019|  59402| 2|  14121|GA   |
|   18229|Paul||Broun   |Broun   |  |GOP|  11025|  11651| 1|  14126|GA   |
|   18230|John||Barrow  |Barrow  |  |Dem|  12237|   1837| 2|  14128|GA   |
|   18622|Ray ||McKinney|McKinny |  |GOP|  12237|  59408| 1|  14130|GA   |
|   23353|Jan ||Schakowsky  |Schkwsk |  |Dem|  15998|   1275| 2|  14155|IL   |
|   17231|Mazie   ||Hirono  |Hirono  |  |Dem|  12008|   1594| 2|  14158|HI   |
|   17221|Jeff||Mallan  |Mallan  |  |Lib|  12211|   1593| 5|  14159|HI   |
|   17219|Jim ||Brewer  |Brewer  |  |Grn|  12211|   1596| 1|  14250|HI   |
|   17252|Daniel  ||Cunningham  |Cnnngh  |  |FEP|  12480|   1597| 3|  14251|HI   |
|   18192|Mike||Keown   |Keown   |  |GOP|  11009|  61016| 1|  14361|GA   |
|   18612|John||Monds   |Monds   |  |Lib|  12029|  61029| 3|  14375|GA   |
|   17216|Cam ||Cavasso |Cavasso |  |GOP|  12211|  13663| 2|  14377|HI   |
|   17222|Jeff||Jarrett |Jarrett |  |NP |  12211|  60884| 4|  14380|HI   |
|   17235|John||Willoughby  |Willghby|  |GOP|  12008|  61240| 4|  14383|HI   |
|   17236|Pat ||Brock   |Brock   |  |Lib|  12008|  60882| 1|  14384|HI   |
|   17237|Andrew  ||Von Sonn|VonSonn |  |NP |  12008|  60883| 3|  14385|HI   |
|   17246|Duke||Aiona   |Aiona   |  |GOP|  12480|  13472| 2|  14389|HI   |
|   17251|Tom ||Pollard |Pollard |  |NP |  12480|  61241| 4|  14392|HI   |
|   18139|Roy ||Barnes  |Barnes  |  |Dem|  12029|824| 2|  14409|GA   |
|   18189|Oscar   ||Harris  |Harris  |  |Dem|  11007|  61028| 2|  14437|GA   |
|   18195|Frank   ||Saunders|Saunders|  |Dem|  11011|  61017| 2|  14439|GA   |
|   18201|Lisbeth ||Carter  |Carter  |  |GOP|  11013|  61018| 1|  14441|GA   |
|   18204|Fenn||Little  |Little  |  |GOP|  11015|  61019| 1|  14444|GA   |
|   18621|Rob ||Woodall |Woodall |  |GOP|  11019|  61021| 1|  14452|GA   |
|   18228|Russell ||Edwards |Edwards |  |Dem|  11025|  61022| 2|  14455|GA   |
|   18623|Mike||Crane   |Crane   |  |GOP|  12238|  61023| 1|  14459|GA   |
|   23390|||Yes |Yes |  |Yes|  16011|  2| 1|  14593|IL   |
|   23391|||No  |No  |  |No |  16011|  3| 2|  14594|IL   |
|   18611|Chuck   ||Donovan |Donovan |  |Lib|  11003|  61027| 3|  14665|GA   |
|   23330|Bobby   ||Rush|Rush|  |Dem|  15990|   1263| 2|  15001|IL   |
|   19807|Peter   ||Visclosky   |Visclsky|  |Dem|  15014|422| 1|  15011|IN   |
|   23339|Luis||Gutierrez   |Gutierrz|  |Dem|  15993|   1267| 2|  15017|IL   |
|   19811|Dan ||Burton  |Burton  |  |GOP|  15026|429| 2|  15022|IN   |
|   23374|Donald  ||Manzullo|Manzullo|  |GOP|  16005|   1283| 1|  15039|IL   |
|   17394|Raul||Labrador|Labradr |  |GOP|  13253|  60527| 2|  15392|ID   |
|   17512|||Pro-Life|ProL|  |Ind|  13676|  56769| 5|  15473|ID   |
|   17156|Walt||Minnick |Minnick |  |Dem|  13253|  58553| 1|  15483|ID   |
|   17273|Tom ||Sullivan|Sullivan|  |Dem|  14055|  60565| 1|  15595|ID   |
|   17284|Keith   ||Allred  |Allred  |  |Dem|  13676|  60528| 1|  15602|ID   |
|   17395|Mike||Crawford|Crawfrd |  |Dem|  13254|  60568| 1|  15682|ID   |
|   17508|Randy   ||Bergquist   |Bergqust|  |Con|  14055|  60566| 3|  15760|ID   |
|   17509|Dave||Olson   |Olson   |  |Ind|  13253|  56227| 3|  15761|ID   |
|   17510|Mike||Washburn|Washbrn |  |Lib|  13253|  60567| 4|  15762|ID   |
|   17511|Brian   ||Schad   |Schad   |  |Ind|  13254|  60569| 3|  15763|ID   |
|   17513|Jana||Kemp|Kemp|  |Ind|  13676|  60570| 4|  15764|ID   |
|   17515|Ted ||Dunlap  |Dunlap  |  |Lib|  13676|  15109| 3|  15765|ID   |
|   20973|Leonard ||Boswell |Boswell |  |Dem|  17073|535| 1|  16056|IA   |
|   23346|Peter   ||Roskam  |Roskam  |  |GOP|  15995|  53825| 1|  16202|IL   |
|   19812|Mike||Pence   |Pence   |  |GOP|  15029|431| 2|  16256|IN   |
|   23366|Judy||Biggert |Biggert |  |GOP|  16002|187| 1|  16280|IL   |
|   19815|Baron   ||Hill|Hill|  |Dem|  15038|   1295| 1|  16287|IN   |
|   23320|Bill||Brady   |Brady   |  |GOP|  15989|  53821| 1|  16302|IL   |
|   19808|Joe ||Donnelly|Donnelly|  |Dem|  15017|  50000| 1|  16739|IN   |
|   19959|Barry   ||Welsh   |Welsh   |  |Dem|  15029|  51511| 1|  16763|IN   |
|   20078|Marvin  ||Scott   |Scott   |  |GOP|  15032|   1936| 2|  16764|IN   |
|   20037|Mark||Leyva   |Leyva   |  |GOP|  15014|   1287| 2|  16770|IN   |
|   19964|Trent   ||Van Haaften |VanHftn |  |Dem|  15035|  53911| 1|  16822|IN   |
|   20045|Jackie  ||Walorski|Walorski|  |GOP|  15017|  60423| 2|  16838|IN   |
|   20975|Tom ||Latham  |Latham  |  |GOP|  17074|537| 2|  16841|IA   |
|   20190|Marlin  ||Stutzman|Stutzmn |  |GOP|  15020|  53887| 2|  16860|IN   |
|   23321|Pat ||Quinn   |Quinn   |  |Dem|  15989|  17730| 2|  16904|IL   |
|   23333|Jesse   ||Jackson |Jackson |Jr.   |Dem|  15991|   1265| 2|  16916|IL   |
|   23347|Danny   ||Davis   |Davis   |  |Dem|  15996|   1272| 2|  16944|IL   |
|   19951|Thomas  ||Hayhurst|Hayhurst|  |Dem|  15020|  51509| 1|  16979|IN   |
|   23383|John||Shimkus |Shimkus |  |GOP|  16008|   1285| 1|  16989|IL   |
|   20180|Brad||Ellsworth   |Ellswrth|  |Dem|  15695|  51513| 1|  16991|IN   |
|   20977|Steve   ||King|King|  |GOP|  17075|539| 2|  17034|IA   |
|4892|Jerry   ||Moran   |Moran   |  |GOP|  17681|692| 2|  17060|KS   |
|   20062|Todd||Rokita  |Rokita  |  |GOP|  15023|  19081| 2|  17125|IN   |
|   19813|Andre   ||Carson  |Carson  |  |Dem|  15032|  57849| 1|  17162|IN   |
|   20192|Scott   ||Wise|Wise|  |Lib|  15020|  59369| 3|  17184|IN   |
|   20188|Mark||Vogel   |Vogel   |  |Lib|  15017|  59422| 3|  17326|IN   |
|   23368|Randy   ||Hultgren|Hultgren|  |GOP|  16003|  53754| 1|  17342|IL   |
|   19933|Dan ||Coats   |Coats   |  |GOP|  15695|  18782| 2|  17372|IN   |
|   19955|David   ||Sanders |Sanders |  |Dem|  15023|  19092| 1|  17382|IN   |
|   19956|Tim ||Crawford|Crawfrd |  |Dem|  15026|  60422| 1|  17383|IN   |
|   20080|Larry   ||Bucshon |Bucshon |  |GOP|  15035|  60421| 2|  17450|IN   |
|   20090|Todd||Young   |Young   |  |GOP|  15038|  60424| 2|  17458|IN   |
|   20183|Rebecca ||Sink-Burris |SinkBurs|  |Lib|  15695|  19108| 3|  17527|IN   |
|   20186|Jon ||Morris  |Morris  |  |Lib|  15014|  60815| 3|  17528|IN   |
|   20193|Chard   ||Reid|Reid|  |Lib|  15026|  60818| 3|  17529|IN   |
|   20196|John||Duncan  |Duncan  |  |Lib|  15023|  60817| 3|  17530|IN   |
|   20198|T.J.||Thompson|Thompsn |  |Lib|  15029|  60819| 3|  17531|IN   |
|   20199|Dav ||Wilson  |Wilson  |  |Lib|  15032|  60820| 3|  17532|IN   |
|   20200|John||Cunningham  |Cnnngh  |  |Lib|  15035|  60822| 3|  17533|IN   |
|   20203|Greg||Knott   |Knott   |  |Lib|  15038|  60823| 3|  17534|IN   |
|   20224|Jesse   ||Trueblood   |Trueblod|  |Ind|  15026|  61068| 4|  17549|IN   |
|   23349|Clarence||Clemons |Clemons |  |Ind|  15996|  15926| 3|  17848|IL   |
|4897|Tim ||Huelskamp   |Hulskmp |  |GOP|  17007|  54149| 2|  17958|KS   |
|   20981|Brad||Zaun|Zaun|  |GOP|  17073|  60403| 2|  18016|IA   |
|   23351|Joe ||Walsh   |Walsh   |  |GOP|  15997|  18446| 1|  18025|IL   |
|   20969|Bruce   ||Braley  |Braley  |  |Dem|  17071|  51431| 1|  18074|IA   |
|   23331|Ray ||Wardingley  |Wrdngly |  |GOP|  15990|   1264| 1|  18141|IL   |
|   20971|Dave||Loebsack|Loebsck |  |Dem|  17072|  51537| 1|  18171|IA   |
|   20972|Mariannette ||Miller-Meeks|MllrM   |  |GOP|  17072|  59745| 2|  18219|IA   |
|   23309|Mark||Kirk|Kirk|  |GOP|  15988|   1277| 1|  18273|IL   |
|   23372|Tim ||Johnson |Johnson |  |GOP|  16004|  16816| 1|  18279|IL   |
|   23335|Anthony ||Williams|Williams|  |Grn|  15991|  18561| 3|  18326|IL   |
|4138|Ed  ||Whitfield   |Whitfield   |  |GOP|  18622|202| 1|  18338|KY   |
|   20967|Chuck   ||Grassley|Grassley|  |GOP|  17070|   1717| 2|  18346|IA   |
|   20979|Chet||Culver  |Culver  |  |Dem|  17076|  19289| 1|  18347|IA   |
|   20991|Dan ||Lensing |Lensing |  |Ind|  17074|  61112| 3|  18370|IA   |
|   20993|Eric||Cooper  |Cooper  |  |Lib|  17076|  19282| 4|  18374|IA   |
|4141|Hal ||Rogers  |Rogers  |  |GOP|  18013|208| 1|  18376|KY   |
|4829|Lynn||Jenkins |Jenkins |  |GOP|  17355|  19867| 2|  18385|KS   |
|   20968|Roxanne ||Conlin  |Conlin  |  |Dem|  17070|  60379| 1|  18409|IA   |
|   20970|Benjamin||Lange   |Lange   |  |GOP|  17071|  60385| 2|  18410|IA   |
|   20976|Bill||Maske   |Maske   |  |Dem|  17074|  60559| 1|  18411|IA   |
|   20978|Matthew ||Campbell|Campbell|  |Dem|  17075|  60558| 1|  18412|IA   |
|   20980|Terry   ||Branstad|Branstad|  |GOP|  17076|  60381| 2|  18413|IA   |
|   20985|John||Heiderscheit|Hedrscht|  |Lib|  17070|  61106| 3|  18414|IA   |
|   20986|Rob ||Petsche |Petsche |  |Lib|  17071|  61107| 3|  18415|IA   |
|   20987|Jason   ||Faulkner|Faulkner|  |Ind|  17071|  61108| 4|  18416|IA   |
|   20988|Jon ||Tack|Tack|  |CST|  17072|  61109| 3|  18417|IA   |
|   20989|Gary||Sicard  |Sicard  |  |Lib|  17072|  61110| 4|  18418|IA   |
|   20990|Rebecca ||Williamson  |Willimsn|  |SWP|  17073|  61111| 3|  18419|IA   |
|   20992|Martin  ||Monroe  |Monroe  |  |Ind|  17075|  61113| 3|  18420|IA   |
|   20996|David   ||Rosenfeld   |Rosenfld|  |SWP|  17076|  61115| 5|  18421|IA   |
|   20994|Gregory ||Hughes  |Hughes  |  |Ind|  17076|  61116| 6|  18422|IA   |
|   20995|Jonathan||Narcisse|Narcisse|  |Oth|  17076|  61114| 3|  18423|IA   |
|4924|Tom ||Holland |Holland |  |Dem|  17559|  53995| 1|  18619|KS   |
|4908|Kevin   ||Yoder   |Yoder   |  |GOP|  17009|  54005| 2|  18637|KS   |
|4188|Ben ||Chandler|Chandler|  |Dem|  18015|   1310| 2|  18716|KY   |
|   23360|Adam||Kinzinger   |Kinzingr|  |GOP|  16000|  60166| 1|  18751|IL   |
|   23350|Melissa ||Bean|Bean|  |Dem|  15997|   1273| 2|  18964|IL   |
|4139|Brett   ||Guthrie |Guthrie |  |GOP|  18624|  54282| 1|  19125|KY   |
|4915|Raj ||Goyle   |Goyle   |  |Dem|  17010|  61085| 1|  19159|KS   |
|   22802|Rodney  ||Alexander   |Alexandr|  |GOP|  20052|   1313| 1|  19213|LA   |
|   23325|Rich||Whitney |Whitney |  |Grn|  15989|  18534| 3|  19213|IL   |
|   23352|Bill||Scheurer|Scheurer|  |Grn|  15997|  28527| 3|  19248|IL   |
|   23371|David   ||Gill|Gill|  |Dem|  16004|   1879| 2|  19256|IL   |
|   23382|Tim ||Bagwell |Bagwell |  |Dem|  16008|  28671| 2|  19259|IL   |
|   22961|Charlie ||Melancon|Melancn |  |Dem|  19932|  21828| 8|  19260|LA   |
|4140|Geoff   ||Davis   |Davis   |  |GOP|  18011|   1306| 1|  19268|KY   |
|   23380|Aaron   ||Schock  |Schock  |  |GOP|  16007|  32649| 1|  19342|IL   |
|   22997|Randall ||Hayes   |Hayes   |  |Lib|  19932|  21555| 4|  19374|LA   |
|4886|Lisa||Johnston|Johnston|  |Dem|  17681|  61083| 1|  19391|KS   |
|4893|Alan||Jilka   |Jilka   |  |Dem|  17007|  60764| 1|  19396|KS   |
|   23770|Daniel  ||Lipinski|Lipinski|  |Dem|  15992|  50681| 2|  19397|IL   |
|4900|Cheryl  ||Hudspeth|Hudspeth|  |Dem|  17355|  61084| 1|  19401|KS   |
|4904|Stephene||Moore   |Moore   |  |Dem|  17009|  60766| 1|  19404|KS   |
|4921|Mike||Pompeo  |Pompeo  |  |GOP|  17010|  60768| 2|  19417|KS   |
|4923|Sam ||Brownback   |Brownbk |  |GOP|  17559|   1720| 2|  19420|KS   |
|   23308|Alexi   ||Giannoulias |Giannols|  |Dem|  15988|  60136| 2|  19429|IL   |
|   23355|Simon   ||Ribeiro |Ribeiro |  |Grn|  15998|  60786| 3|  19447|IL   |
|   23356|Daniel  ||Seals   |Seals   |  |Dem|  15999|  51634| 2|  19448|IL   |
|4187|John||Yarmuth |Yarmuth |  |Dem|  18009|  51522| 2|  19486|KY   |
|5100|Michael ||Dann|Dann|  |Lib|  17681|  61102| 3|  19572|KS   |
