l;536946372708;9776228;GOP;1;3521;X;2;
l;536946501732;9724004;GOP;1;24683;X;2;
l;75436132;9747556;GOP;1;4415;X;2;
l;75426916;9700452;Dem;0;4053;X;1;
l;75440228;9753700;GOP;1;5133;X;2;
l;537080600676;9788516;GOP;0;3370;X;2;
l;537013472356;9765988;GOP;1;5471;X;2;
l;75429988;9740388;GOP;0;2647;;2;
l;537080600676;9831524;Dem;0;1543;;1;
l;75463780;9717860;GOP;0;3172;;2;
l;537013611620;9721956;GOP;0;70444;;2;
l;75461732;9778276;GOP;1;2829;X;2;
l;537013610596;9724004;GOP;1;71759;X;2;
l;75440228;9752676;Dem;0;2803;;1;
l;75467876;9784420;Dem;0;2682;;1;
l;75671652;9725028;Dem;1;170544;X;1;
l;537080572004;9825380;GOP;0;2838;;2;
l;75457636;9771108;Dem;0;2921;;1;
l;537080720484;9721956;GOP;0;29604;;2;
l;75461732;9777252;Dem;0;2361;;1;
l;537080719460;9724004;GOP;1;35148;X;2;
l;537013397604;9817188;Ind;0;2940;;4;
l;75436132;9808996;Dem;0;3843;;1;
l;536946288740;9683044;Dem;0;12491;;1;
l;75429988;9823332;Ind;0;231;;3;
l;75411556;9821284;Ind;0;899;;3;
l;75671652;9815140;Lib;0;2671;;3;
l;537013472356;9827428;Lib;0;686;;3;
l;75376740;9683044;Dem;0;97555;;1;
l;537080720484;9720932;Dem;0;26596;X;1;
l;537013467236;9759844;Dem;1;4619;X;1;
l;537080506468;9817188;Ind;0;1573;;4;
l;537013397604;9683044;Dem;0;67547;;1;
l;75457636;9773156;GOP;1;3048;X;2;
l;537013611620;9720932;Dem;0;88216;X;1;
l;537080506468;9683044;Dem;0;17517;;1;
l;537013450852;9823332;Ind;0;231;;3;
l;537080549476;9822308;Ind;0;2016;;2;
l;537013397604;9726052;GOP;1;84124;X;2;
l;537013452900;9807972;GOP;0;1748;;2;
l;75432036;9744484;Dem;1;5864;X;1;
l;536946375780;9717860;GOP;0;3172;;2;
l;537013612644;9818212;GOP;0;38709;;2;
l;537080506468;9726052;GOP;1;36110;X;2;
l;537013424228;9804900;GOP;0;3386;;2;
l;537013424228;9729124;Dem;1;8835;X;1;
l;75411556;9734244;Dem;1;8160;X;1;
l;537080721508;9818212;GOP;0;21656;;2;
l;537080721508;9722980;Dem;1;33415;X;1;
l;75451492;9765988;GOP;1;5471;X;2;
l;75470948;9831524;Dem;0;1543;;1;
l;75469924;9805924;Dem;0;2622;;1;
l;537013478500;9771108;Dem;0;2921;;1;
l;75431012;9743460;GOP;1;4526;X;2;
l;537013459044;9748580;Dem;0;3124;;1;
l;537013612644;9722980;Dem;1;116134;X;1;
l;537080572004;9755748;Dem;1;6610;X;1;
l;536946288740;9726052;GOP;1;23658;X;2;
l;537080597604;9785444;GOP;1;4420;X;2;
l;537013467236;9760868;GOP;0;864;;2;
l;537080597604;9784420;Dem;0;2682;;1;
l;75589732;9724004;GOP;1;131590;X;2;
l;75431012;9742436;Dem;0;3662;;1;
l;537013459044;9749604;GOP;1;4101;X;2;
l;536946503780;9722980;Dem;1;24833;X;1;
l;536946502756;9721956;GOP;0;20008;;2;
l;537013425252;9730148;Dem;1;7677;X;1;
